lon,lat,Qm
-89.9,47.5,20
-89.9,48,20
-89.9,48.5,20
-89.9,49,20
-89.9,49.5,20
-89.9,50,20
-89.9,50.5,20
-89.9,51,20
-89.9,51.5,20
-89.9,52,20
-89.9,52.5,20
-89.9,53,20
-89.9,53.5,20
-89.9,54,20
-89.9,54.5,20
-89.9,55,20
-89.9,55.5,20
-89.9,56,20
-89.9,56.5,20
-89.4,29.5,28
-89.4,30,28
-89.4,30.5,28
-89.4,31,28
-89.4,31.5,28
-89.4,32,28
-89.4,32.5,28
-89.4,33,29
-89.4,33.5,29
-89.4,34,29
-89.4,34.5,29
-89.4,35,29
-89.4,35.5,29
-89.4,36,29
-89.4,36.5,29
-89.4,37,29
-89.4,37.5,29
-89.4,38,29
-89.4,38.5,29
-89.4,39,29
-89.4,39.5,28
-89.4,40,28
-89.4,40.5,28
-89.4,41,28
-89.4,41.5,27
-89.4,42,26
-89.4,42.5,25
-89.4,43,25
-89.4,43.5,24
-89.4,44,24
-89.4,44.5,24
-89.4,45,23
-89.4,45.5,22
-89.4,46,22
-89.4,46.5,22
-89.4,47,21
-89.4,47.5,20
-89.4,48,20
-89.4,48.5,20
-89.4,49,20
-89.4,49.5,20
-89.4,50,20
-89.4,50.5,20
-89.4,51,20
-89.4,51.5,20
-89.4,52,20
-89.4,52.5,20
-89.4,53,20
-89.4,53.5,20
-89.4,54,20
-89.4,54.5,20
-89.4,55,20
-89.4,55.5,20
-89.4,56,20
-89.4,56.5,20
-88.9,29.5,28
-88.9,30,28
-88.9,30.5,28
-88.9,31,28
-88.9,31.5,28
-88.9,32,28
-88.9,32.5,28
-88.9,33,28
-88.9,33.5,29
-88.9,34,29
-88.9,34.5,29
-88.9,35,29
-88.9,35.5,29
-88.9,36,29
-88.9,36.5,29
-88.9,37,29
-88.9,37.5,29
-88.9,38,29
-88.9,38.5,29
-88.9,39,29
-88.9,39.5,29
-88.9,40,28
-88.9,40.5,28
-88.9,41,28
-88.9,41.5,27
-88.9,42,26
-88.9,42.5,26
-88.9,43,25
-88.9,43.5,25
-88.9,44,25
-88.9,44.5,23
-88.9,45,23
-88.9,45.5,22
-88.9,46,22
-88.9,46.5,22
-88.9,47,21
-88.9,47.5,21
-88.9,48,19
-88.9,48.5,19
-88.9,49,20
-88.9,49.5,20
-88.9,50,20
-88.9,50.5,20
-88.9,51,20
-88.9,51.5,20
-88.9,52,20
-88.9,52.5,20
-88.9,53,20
-88.9,53.5,20
-88.9,54,20
-88.9,54.5,20
-88.9,55,20
-88.9,55.5,20
-88.9,56,20
-88.9,56.5,20
-88.4,29.5,28
-88.4,30,28
-88.4,30.5,28
-88.4,31,28
-88.4,31.5,28
-88.4,32,28
-88.4,32.5,28
-88.4,33,28
-88.4,33.5,29
-88.4,34,29
-88.4,34.5,29
-88.4,35,29
-88.4,35.5,29
-88.4,36,29
-88.4,36.5,28
-88.4,37,28
-88.4,37.5,28
-88.4,38,29
-88.4,38.5,29
-88.4,39,29
-88.4,39.5,29
-88.4,40,28
-88.4,40.5,28
-88.4,41,28
-88.4,41.5,27
-88.4,42,27
-88.4,42.5,26
-88.4,43,26
-88.4,43.5,25
-88.4,44,25
-88.4,44.5,24
-88.4,45,23
-88.4,45.5,23
-88.4,46,22
-88.4,46.5,22
-88.4,47,21
-88.4,47.5,21
-88.4,48,20
-88.4,48.5,19
-88.4,49,19
-88.4,49.5,20
-88.4,50,20
-88.4,50.5,20
-88.4,51,20
-88.4,51.5,20
-88.4,52,20
-88.4,52.5,20
-88.4,53,20
-88.4,53.5,20
-88.4,54,20
-88.4,54.5,20
-88.4,55,20
-88.4,55.5,20
-88.4,56,20
-88.4,56.5,20
-87.9,30,28
-87.9,30.5,28
-87.9,31,28
-87.9,31.5,28
-87.9,32,28
-87.9,32.5,28
-87.9,33,28
-87.9,33.5,28
-87.9,34,29
-87.9,34.5,29
-87.9,35,29
-87.9,35.5,29
-87.9,36,28
-87.9,36.5,28
-87.9,37,28
-87.9,37.5,28
-87.9,38,29
-87.9,38.5,29
-87.9,39,29
-87.9,39.5,29
-87.9,40,28
-87.9,40.5,28
-87.9,41,28
-87.9,41.5,27
-87.9,42,27
-87.9,42.5,26
-87.9,43,26
-87.9,43.5,25
-87.9,44,24
-87.9,44.5,24
-87.9,45,23
-87.9,45.5,23
-87.9,46,22
-87.9,46.5,22
-87.9,47,21
-87.9,47.5,20
-87.9,48,20
-87.9,48.5,20
-87.9,49,19
-87.9,49.5,19
-87.9,50,20
-87.9,50.5,20
-87.9,51,20
-87.9,51.5,20
-87.9,52,20
-87.9,52.5,20
-87.9,53,20
-87.9,53.5,20
-87.9,54,20
-87.9,54.5,20
-87.9,55,20
-87.9,55.5,20
-87.9,56,20
-87.9,56.5,20
-87.4,29,28
-87.4,29.5,28
-87.4,30,28
-87.4,30.5,28
-87.4,31,28
-87.4,31.5,28
-87.4,32,28
-87.4,32.5,28
-87.4,33,28
-87.4,33.5,28
-87.4,34,28
-87.4,34.5,29
-87.4,35,29
-87.4,35.5,29
-87.4,36,28
-87.4,36.5,28
-87.4,37,28
-87.4,37.5,28
-87.4,38,29
-87.4,38.5,29
-87.4,39,29
-87.4,39.5,29
-87.4,40,28
-87.4,40.5,28
-87.4,41,28
-87.4,41.5,27
-87.4,42,27
-87.4,42.5,26
-87.4,43,26
-87.4,43.5,25
-87.4,44,25
-87.4,44.5,24
-87.4,45,24
-87.4,45.5,23
-87.4,46,22
-87.4,46.5,22
-87.4,47,21
-87.4,47.5,20
-87.4,48,20
-87.4,48.5,19
-87.4,49,19
-87.4,49.5,19
-87.4,50,19
-87.4,50.5,20
-87.4,51,20
-87.4,51.5,20
-87.4,52,20
-87.4,52.5,20
-87.4,53,20
-87.4,53.5,20
-87.4,54,21
-87.4,54.5,20
-87.4,55,20
-87.4,55.5,20
-87.4,56,20
-86.9,28,28
-86.9,28.5,28
-86.9,29,28
-86.9,29.5,28
-86.9,30,28
-86.9,30.5,28
-86.9,31,28
-86.9,31.5,28
-86.9,32,28
-86.9,32.5,28
-86.9,33,28
-86.9,33.5,28
-86.9,34,28
-86.9,34.5,28
-86.9,35,29
-86.9,35.5,29
-86.9,36,28
-86.9,36.5,28
-86.9,37,28
-86.9,37.5,28
-86.9,38,29
-86.9,38.5,29
-86.9,39,29
-86.9,39.5,29
-86.9,40,28
-86.9,40.5,28
-86.9,41,28
-86.9,41.5,27
-86.9,42,27
-86.9,42.5,26
-86.9,43,26
-86.9,43.5,25
-86.9,44,25
-86.9,44.5,24
-86.9,45,24
-86.9,45.5,23
-86.9,46,22
-86.9,46.5,22
-86.9,47,21
-86.9,47.5,20
-86.9,48,20
-86.9,48.5,19
-86.9,49,19
-86.9,49.5,19
-86.9,50,19
-86.9,50.5,20
-86.9,51,20
-86.9,51.5,20
-86.9,52,20
-86.9,52.5,20
-86.9,53,20
-86.9,53.5,20
-86.9,54,21
-86.9,54.5,20
-86.9,55,20
-86.9,55.5,20
-86.9,56,20
-86.4,27.5,28
-86.4,28,28
-86.4,28.5,28
-86.4,29,28
-86.4,29.5,28
-86.4,30,28
-86.4,30.5,28
-86.4,31,28
-86.4,31.5,28
-86.4,32,28
-86.4,32.5,28
-86.4,33,28
-86.4,33.5,28
-86.4,34,28
-86.4,34.5,28
-86.4,35,28
-86.4,35.5,28
-86.4,36,29
-86.4,36.5,28
-86.4,37,28
-86.4,37.5,28
-86.4,38,29
-86.4,38.5,29
-86.4,39,29
-86.4,39.5,29
-86.4,40,28
-86.4,40.5,28
-86.4,41,28
-86.4,41.5,27
-86.4,42,27
-86.4,42.5,26
-86.4,43,26
-86.4,43.5,25
-86.4,44,25
-86.4,44.5,25
-86.4,45,24
-86.4,45.5,23
-86.4,46,22
-86.4,46.5,22
-86.4,47,21
-86.4,47.5,20
-86.4,48,20
-86.4,48.5,19
-86.4,49,19
-86.4,49.5,19
-86.4,50,19
-86.4,50.5,20
-86.4,51,20
-86.4,51.5,20
-86.4,52,20
-86.4,52.5,20
-86.4,53,20
-86.4,53.5,21
-86.4,54,21
-86.4,54.5,20
-86.4,55,20
-86.4,55.5,20
-85.9,27,28
-85.9,27.5,28
-85.9,28,28
-85.9,28.5,28
-85.9,29,28
-85.9,29.5,28
-85.9,30,28
-85.9,30.5,28
-85.9,31,28
-85.9,31.5,28
-85.9,32,28
-85.9,32.5,28
-85.9,33,28
-85.9,33.5,28
-85.9,34,28
-85.9,34.5,28
-85.9,35,28
-85.9,35.5,28
-85.9,36,28
-85.9,36.5,28
-85.9,37,28
-85.9,37.5,28
-85.9,38,29
-85.9,38.5,29
-85.9,39,28
-85.9,39.5,28
-85.9,40,28
-85.9,40.5,28
-85.9,41,28
-85.9,41.5,27
-85.9,42,27
-85.9,42.5,26
-85.9,43,26
-85.9,43.5,26
-85.9,44,26
-85.9,44.5,25
-85.9,45,24
-85.9,45.5,23
-85.9,46,22
-85.9,46.5,22
-85.9,47,21
-85.9,47.5,20
-85.9,48,19
-85.9,48.5,19
-85.9,49,19
-85.9,49.5,19
-85.9,50,20
-85.9,50.5,20
-85.9,51,20
-85.9,51.5,20
-85.9,52,20
-85.9,52.5,20
-85.9,53,20
-85.9,53.5,21
-85.9,54,21
-85.9,54.5,20
-85.9,55,20
-85.4,27,28
-85.4,27.5,28
-85.4,28,28
-85.4,28.5,28
-85.4,29,28
-85.4,29.5,28
-85.4,30,28
-85.4,30.5,28
-85.4,31,28
-85.4,31.5,28
-85.4,32,28
-85.4,32.5,28
-85.4,33,28
-85.4,33.5,28
-85.4,34,28
-85.4,34.5,28
-85.4,35,28
-85.4,35.5,28
-85.4,36,28
-85.4,36.5,28
-85.4,37,28
-85.4,37.5,28
-85.4,38,29
-85.4,38.5,29
-85.4,39,28
-85.4,39.5,28
-85.4,40,28
-85.4,40.5,28
-85.4,41,28
-85.4,41.5,27
-85.4,42,27
-85.4,42.5,26
-85.4,43,26
-85.4,43.5,26
-85.4,44,26
-85.4,44.5,25
-85.4,45,24
-85.4,45.5,23
-85.4,46,22
-85.4,46.5,22
-85.4,47,21
-85.4,47.5,20
-85.4,48,20
-85.4,48.5,19
-85.4,49,19
-85.4,49.5,20
-85.4,50,20
-85.4,50.5,20
-85.4,51,20
-85.4,51.5,20
-85.4,52,20
-85.4,52.5,20
-85.4,53,20
-85.4,53.5,20
-85.4,54,21
-85.4,54.5,20
-85.4,55,20
-84.9,26.5,28
-84.9,27,28
-84.9,27.5,28
-84.9,28,28
-84.9,28.5,28
-84.9,29,28
-84.9,29.5,28
-84.9,30,28
-84.9,30.5,28
-84.9,31,28
-84.9,31.5,28
-84.9,32,28
-84.9,32.5,28
-84.9,33,28
-84.9,33.5,28
-84.9,34,28
-84.9,34.5,28
-84.9,35,28
-84.9,35.5,28
-84.9,36,28
-84.9,36.5,28
-84.9,37,28
-84.9,37.5,28
-84.9,38,29
-84.9,38.5,29
-84.9,39,29
-84.9,39.5,28
-84.9,40,28
-84.9,40.5,28
-84.9,41,28
-84.9,41.5,27
-84.9,42,26
-84.9,42.5,26
-84.9,43,26
-84.9,43.5,26
-84.9,44,25
-84.9,44.5,25
-84.9,45,24
-84.9,45.5,23
-84.9,46,22
-84.9,46.5,21
-84.9,47,21
-84.9,47.5,20
-84.9,48,20
-84.9,48.5,20
-84.9,49,20
-84.9,49.5,20
-84.9,50,20
-84.9,50.5,20
-84.9,51,20
-84.9,51.5,20
-84.9,52,20
-84.9,52.5,20
-84.9,53,20
-84.9,53.5,20
-84.9,54,20
-84.9,54.5,20
-84.9,55,20
-84.4,26.5,28
-84.4,27,28
-84.4,27.5,28
-84.4,28,28
-84.4,28.5,28
-84.4,29,28
-84.4,29.5,28
-84.4,30,28
-84.4,30.5,28
-84.4,31,28
-84.4,31.5,28
-84.4,32,28
-84.4,32.5,28
-84.4,33,28
-84.4,33.5,28
-84.4,34,28
-84.4,34.5,28
-84.4,35,28
-84.4,35.5,28
-84.4,36,28
-84.4,36.5,28
-84.4,37,28
-84.4,37.5,29
-84.4,38,29
-84.4,38.5,29
-84.4,39,29
-84.4,39.5,28
-84.4,40,28
-84.4,40.5,28
-84.4,41,28
-84.4,41.5,27
-84.4,42,26
-84.4,42.5,25
-84.4,43,25
-84.4,43.5,25
-84.4,44,25
-84.4,44.5,24
-84.4,45,24
-84.4,45.5,23
-84.4,46,22
-84.4,46.5,21
-84.4,47,21
-84.4,47.5,20
-84.4,48,20
-84.4,48.5,20
-84.4,49,20
-84.4,49.5,20
-84.4,50,20
-84.4,50.5,20
-84.4,51,20
-84.4,51.5,20
-84.4,52,20
-84.4,52.5,20
-84.4,53,20
-84.4,53.5,20
-84.4,54,20
-84.4,54.5,20
-84.4,55,20
-83.9,26.5,28
-83.9,27,28
-83.9,27.5,28
-83.9,28,28
-83.9,28.5,28
-83.9,29,28
-83.9,29.5,28
-83.9,30,28
-83.9,30.5,28
-83.9,31,28
-83.9,31.5,28
-83.9,32,28
-83.9,32.5,28
-83.9,33,28
-83.9,33.5,28
-83.9,34,28
-83.9,34.5,28
-83.9,35,28
-83.9,35.5,29
-83.9,36,29
-83.9,36.5,29
-83.9,37,29
-83.9,37.5,29
-83.9,38,29
-83.9,38.5,29
-83.9,39,29
-83.9,39.5,28
-83.9,40,28
-83.9,40.5,28
-83.9,41,27
-83.9,41.5,26
-83.9,42,25
-83.9,42.5,25
-83.9,43,25
-83.9,43.5,25
-83.9,44,24
-83.9,44.5,24
-83.9,45,23
-83.9,45.5,22
-83.9,46,22
-83.9,46.5,21
-83.9,47,21
-83.9,47.5,20
-83.9,48,20
-83.9,48.5,20
-83.9,49,20
-83.9,49.5,20
-83.9,50,20
-83.9,50.5,20
-83.9,51,20
-83.9,51.5,20
-83.9,52,20
-83.9,52.5,20
-83.9,53,20
-83.9,53.5,20
-83.9,54,20
-83.9,54.5,20
-83.9,55,20
-83.4,26.5,28
-83.4,27,28
-83.4,27.5,28
-83.4,28,28
-83.4,28.5,28
-83.4,29,28
-83.4,29.5,28
-83.4,30,28
-83.4,30.5,28
-83.4,31,28
-83.4,31.5,28
-83.4,32,28
-83.4,32.5,28
-83.4,33,28
-83.4,33.5,28
-83.4,34,28
-83.4,34.5,29
-83.4,35,29
-83.4,35.5,29
-83.4,36,29
-83.4,36.5,29
-83.4,37,29
-83.4,37.5,29
-83.4,38,29
-83.4,38.5,29
-83.4,39,29
-83.4,39.5,28
-83.4,40,28
-83.4,40.5,28
-83.4,41,27
-83.4,41.5,26
-83.4,42,25
-83.4,42.5,24
-83.4,43,24
-83.4,43.5,24
-83.4,44,24
-83.4,44.5,24
-83.4,45,23
-83.4,45.5,22
-83.4,46,22
-83.4,46.5,21
-83.4,47,20
-83.4,47.5,20
-83.4,48,20
-83.4,48.5,20
-83.4,49,20
-83.4,49.5,20
-83.4,50,20
-83.4,50.5,20
-83.4,51,20
-83.4,51.5,20
-83.4,52,20
-83.4,52.5,20
-83.4,53,20
-83.4,53.5,20
-83.4,54,20
-83.4,54.5,20
-82.9,26.5,28
-82.9,27,28
-82.9,27.5,28
-82.9,28,28
-82.9,28.5,28
-82.9,29,28
-82.9,29.5,28
-82.9,30,28
-82.9,30.5,28
-82.9,31,28
-82.9,31.5,28
-82.9,32,28
-82.9,32.5,28
-82.9,33,28
-82.9,33.5,28
-82.9,34,29
-82.9,34.5,29
-82.9,35,29
-82.9,35.5,29
-82.9,36,29
-82.9,36.5,29
-82.9,37,29
-82.9,37.5,29
-82.9,38,29
-82.9,38.5,29
-82.9,39,29
-82.9,39.5,28
-82.9,40,28
-82.9,40.5,28
-82.9,41,28
-82.9,41.5,27
-82.9,42,25
-82.9,42.5,24
-82.9,43,24
-82.9,43.5,24
-82.9,44,24
-82.9,44.5,23
-82.9,45,23
-82.9,45.5,22
-82.9,46,21
-82.9,46.5,21
-82.9,47,20
-82.9,47.5,20
-82.9,48,20
-82.9,48.5,20
-82.9,49,20
-82.9,49.5,20
-82.9,50,20
-82.9,50.5,20
-82.9,51,20
-82.9,51.5,20
-82.9,52,20
-82.9,52.5,20
-82.9,53,20
-82.9,53.5,20
-82.9,54,20
-82.9,54.5,20
-82.4,26.5,28
-82.4,27,28
-82.4,27.5,28
-82.4,28,28
-82.4,28.5,28
-82.4,29,28
-82.4,29.5,28
-82.4,30,28
-82.4,30.5,28
-82.4,31,28
-82.4,31.5,28
-82.4,32,28
-82.4,32.5,28
-82.4,33,28
-82.4,33.5,29
-82.4,34,29
-82.4,34.5,30
-82.4,35,30
-82.4,35.5,30
-82.4,36,30
-82.4,36.5,30
-82.4,37,29
-82.4,37.5,29
-82.4,38,29
-82.4,38.5,29
-82.4,39,29
-82.4,39.5,29
-82.4,40,28
-82.4,40.5,28
-82.4,41,28
-82.4,41.5,27
-82.4,42,26
-82.4,42.5,24
-82.4,43,24
-82.4,43.5,24
-82.4,44,23
-82.4,44.5,23
-82.4,45,23
-82.4,45.5,22
-82.4,46,21
-82.4,46.5,21
-82.4,47,20
-82.4,47.5,20
-82.4,48,20
-82.4,48.5,20
-82.4,49,19
-82.4,49.5,19
-82.4,50,20
-82.4,50.5,20
-82.4,51,20
-82.4,51.5,20
-82.4,52,20
-82.4,52.5,20
-82.4,53,20
-82.4,53.5,20
-82.4,54,20
-82.4,54.5,20
-81.9,26.5,28
-81.9,27,28
-81.9,27.5,28
-81.9,28,28
-81.9,28.5,28
-81.9,29,28
-81.9,29.5,28
-81.9,30,28
-81.9,30.5,28
-81.9,31,28
-81.9,31.5,28
-81.9,32,28
-81.9,32.5,28
-81.9,33,29
-81.9,33.5,30
-81.9,34,30
-81.9,34.5,30
-81.9,35,30
-81.9,35.5,30
-81.9,36,30
-81.9,36.5,30
-81.9,37,30
-81.9,37.5,30
-81.9,38,29
-81.9,38.5,29
-81.9,39,29
-81.9,39.5,29
-81.9,40,29
-81.9,40.5,28
-81.9,41,28
-81.9,41.5,28
-81.9,42,26
-81.9,42.5,24
-81.9,43,24
-81.9,43.5,24
-81.9,44,23
-81.9,44.5,23
-81.9,45,23
-81.9,45.5,22
-81.9,46,21
-81.9,46.5,21
-81.9,47,20
-81.9,47.5,20
-81.9,48,19
-81.9,48.5,19
-81.9,49,19
-81.9,49.5,19
-81.9,50,19
-81.9,50.5,19
-81.9,51,20
-81.9,51.5,20
-81.9,52,20
-81.9,52.5,20
-81.9,53,20
-81.9,53.5,20
-81.9,54,20
-81.4,26.5,28
-81.4,27,28
-81.4,27.5,28
-81.4,28,28
-81.4,28.5,28
-81.4,29,28
-81.4,29.5,28
-81.4,30,28
-81.4,30.5,28
-81.4,31,28
-81.4,31.5,28
-81.4,32,28
-81.4,32.5,28
-81.4,33,30
-81.4,33.5,30
-81.4,34,30
-81.4,34.5,30
-81.4,35,30
-81.4,35.5,30
-81.4,36,31
-81.4,36.5,30
-81.4,37,30
-81.4,37.5,30
-81.4,38,30
-81.4,38.5,29
-81.4,39,29
-81.4,39.5,29
-81.4,40,28
-81.4,40.5,28
-81.4,41,28
-81.4,41.5,27
-81.4,42,26
-81.4,42.5,25
-81.4,43,24
-81.4,43.5,24
-81.4,44,23
-81.4,44.5,23
-81.4,45,23
-81.4,45.5,22
-81.4,46,21
-81.4,46.5,21
-81.4,47,20
-81.4,47.5,20
-81.4,48,19
-81.4,48.5,19
-81.4,49,19
-81.4,49.5,19
-81.4,50,19
-81.4,50.5,19
-81.4,51,19
-81.4,51.5,19
-81.4,52,20
-81.4,52.5,20
-81.4,53,20
-81.4,53.5,20
-81.4,54,20
-80.9,27,28
-80.9,27.5,28
-80.9,28,28
-80.9,28.5,28
-80.9,29,28
-80.9,29.5,28
-80.9,30,28
-80.9,30.5,28
-80.9,31,28
-80.9,31.5,28
-80.9,32,28
-80.9,32.5,30
-80.9,33,30
-80.9,33.5,30
-80.9,34,31
-80.9,34.5,31
-80.9,35,31
-80.9,35.5,31
-80.9,36,31
-80.9,36.5,31
-80.9,37,31
-80.9,37.5,30
-80.9,38,30
-80.9,38.5,30
-80.9,39,29
-80.9,39.5,29
-80.9,40,28
-80.9,40.5,28
-80.9,41,28
-80.9,41.5,27
-80.9,42,26
-80.9,42.5,25
-80.9,43,24
-80.9,43.5,24
-80.9,44,24
-80.9,44.5,23
-80.9,45,23
-80.9,45.5,22
-80.9,46,21
-80.9,46.5,21
-80.9,47,20
-80.9,47.5,20
-80.9,48,19
-80.9,48.5,19
-80.9,49,19
-80.9,49.5,19
-80.9,50,19
-80.9,50.5,19
-80.9,51,19
-80.9,51.5,19
-80.9,52,20
-80.9,52.5,20
-80.9,53,20
-80.9,53.5,20
-80.9,54,19
-80.4,27,28
-80.4,27.5,28
-80.4,28,28
-80.4,28.5,28
-80.4,29,28
-80.4,29.5,28
-80.4,30,28
-80.4,30.5,28
-80.4,31,28
-80.4,31.5,28
-80.4,32,30
-80.4,32.5,31
-80.4,33,31
-80.4,33.5,31
-80.4,34,31
-80.4,34.5,31
-80.4,35,31
-80.4,35.5,32
-80.4,36,32
-80.4,36.5,32
-80.4,37,31
-80.4,37.5,31
-80.4,38,31
-80.4,38.5,30
-80.4,39,29
-80.4,39.5,29
-80.4,40,28
-80.4,40.5,28
-80.4,41,28
-80.4,41.5,27
-80.4,42,26
-80.4,42.5,25
-80.4,43,24
-80.4,43.5,24
-80.4,44,24
-80.4,44.5,24
-80.4,45,23
-80.4,45.5,22
-80.4,46,22
-80.4,46.5,21
-80.4,47,20
-80.4,47.5,20
-80.4,48,19
-80.4,48.5,19
-80.4,49,19
-80.4,49.5,19
-80.4,50,19
-80.4,50.5,19
-80.4,51,19
-80.4,51.5,19
-80.4,52,19
-80.4,52.5,19
-80.4,53,20
-80.4,53.5,20
-80.4,54,19
-80.4,54.5,19
-79.9,27.5,28
-79.9,28,28
-79.9,28.5,28
-79.9,29,28
-79.9,29.5,28
-79.9,30,28
-79.9,30.5,28
-79.9,31,28
-79.9,31.5,30
-79.9,32,31
-79.9,32.5,31
-79.9,33,31
-79.9,33.5,31
-79.9,34,31
-79.9,34.5,32
-79.9,35,32
-79.9,35.5,32
-79.9,36,32
-79.9,36.5,32
-79.9,37,32
-79.9,37.5,32
-79.9,38,31
-79.9,38.5,30
-79.9,39,30
-79.9,39.5,29
-79.9,40,28
-79.9,40.5,28
-79.9,41,28
-79.9,41.5,27
-79.9,42,26
-79.9,42.5,25
-79.9,43,25
-79.9,43.5,25
-79.9,44,25
-79.9,44.5,24
-79.9,45,24
-79.9,45.5,23
-79.9,46,22
-79.9,46.5,21
-79.9,47,20
-79.9,47.5,19
-79.9,48,19
-79.9,48.5,19
-79.9,49,19
-79.9,49.5,19
-79.9,50,19
-79.9,50.5,19
-79.9,51,19
-79.9,51.5,19
-79.9,52,19
-79.9,52.5,19
-79.9,53,19
-79.9,53.5,19
-79.9,54,19
-79.9,54.5,19
-79.4,28,28
-79.4,28.5,28
-79.4,29,28
-79.4,29.5,28
-79.4,30,28
-79.4,30.5,28
-79.4,31,28
-79.4,31.5,31
-79.4,32,31
-79.4,32.5,31
-79.4,33,31
-79.4,33.5,32
-79.4,34,32
-79.4,34.5,32
-79.4,35,33
-79.4,35.5,33
-79.4,36,33
-79.4,36.5,33
-79.4,37,33
-79.4,37.5,32
-79.4,38,32
-79.4,38.5,31
-79.4,39,30
-79.4,39.5,30
-79.4,40,29
-79.4,40.5,29
-79.4,41,28
-79.4,41.5,28
-79.4,42,27
-79.4,42.5,25
-79.4,43,25
-79.4,43.5,25
-79.4,44,25
-79.4,44.5,24
-79.4,45,24
-79.4,45.5,23
-79.4,46,22
-79.4,46.5,21
-79.4,47,20
-79.4,47.5,19
-79.4,48,19
-79.4,48.5,19
-79.4,49,19
-79.4,49.5,19
-79.4,50,19
-79.4,50.5,19
-79.4,51,19
-79.4,51.5,19
-79.4,52,19
-79.4,52.5,19
-79.4,53,19
-79.4,53.5,19
-79.4,54,19
-79.4,54.5,19
-78.9,28.5,28
-78.9,29,28
-78.9,29.5,28
-78.9,30,28
-78.9,30.5,28
-78.9,31,28
-78.9,31.5,31
-78.9,32,31
-78.9,32.5,31
-78.9,33,32
-78.9,33.5,32
-78.9,34,33
-78.9,34.5,33
-78.9,35,33
-78.9,35.5,33
-78.9,36,33
-78.9,36.5,33
-78.9,37,33
-78.9,37.5,33
-78.9,38,32
-78.9,38.5,32
-78.9,39,31
-78.9,39.5,30
-78.9,40,30
-78.9,40.5,29
-78.9,41,29
-78.9,41.5,28
-78.9,42,27
-78.9,42.5,25
-78.9,43,25
-78.9,43.5,25
-78.9,44,25
-78.9,44.5,24
-78.9,45,24
-78.9,45.5,24
-78.9,46,23
-78.9,46.5,22
-78.9,47,20
-78.9,47.5,19
-78.9,48,19
-78.9,48.5,19
-78.9,49,19
-78.9,49.5,19
-78.9,50,19
-78.9,50.5,19
-78.9,51,19
-78.9,51.5,19
-78.9,52,19
-78.9,52.5,19
-78.9,53,19
-78.9,53.5,19
-78.9,54,19
-78.9,54.5,19
-78.9,60.5,20
-78.9,61,20
-78.9,61.5,20
-78.9,62,20
-78.9,62.5,20
-78.9,63,20
-78.4,29.5,28
-78.4,30,28
-78.4,30.5,28
-78.4,31,28
-78.4,31.5,31
-78.4,32,31
-78.4,32.5,32
-78.4,33,33
-78.4,33.5,34
-78.4,34,33
-78.4,34.5,34
-78.4,35,33
-78.4,35.5,33
-78.4,36,34
-78.4,36.5,34
-78.4,37,33
-78.4,37.5,33
-78.4,38,33
-78.4,38.5,32
-78.4,39,31
-78.4,39.5,31
-78.4,40,30
-78.4,40.5,29
-78.4,41,28
-78.4,41.5,27
-78.4,42,25
-78.4,42.5,25
-78.4,43,25
-78.4,43.5,25
-78.4,44,25
-78.4,44.5,24
-78.4,45,24
-78.4,45.5,24
-78.4,46,23
-78.4,46.5,22
-78.4,47,20
-78.4,47.5,19
-78.4,48,19
-78.4,48.5,19
-78.4,49,19
-78.4,49.5,19
-78.4,50,19
-78.4,50.5,19
-78.4,51,19
-78.4,51.5,19
-78.4,52,19
-78.4,52.5,19
-78.4,53,19
-78.4,53.5,19
-78.4,54,19
-78.4,54.5,19
-78.4,59.5,20
-78.4,60,20
-78.4,60.5,20
-78.4,61,20
-78.4,61.5,20
-78.4,62,20
-78.4,62.5,20
-78.4,63,20
-78.4,63.5,20
-78.4,64,20
-77.9,31.5,34
-77.9,32,34
-77.9,32.5,34
-77.9,33,33
-77.9,33.5,34
-77.9,34,34
-77.9,34.5,34
-77.9,35,34
-77.9,35.5,34
-77.9,36,34
-77.9,36.5,34
-77.9,37,34
-77.9,37.5,34
-77.9,38,33
-77.9,38.5,33
-77.9,39,32
-77.9,39.5,31
-77.9,40,31
-77.9,40.5,29
-77.9,41,28
-77.9,41.5,26
-77.9,42,24
-77.9,42.5,24
-77.9,43,24
-77.9,43.5,24
-77.9,44,24
-77.9,44.5,24
-77.9,45,23
-77.9,45.5,23
-77.9,46,23
-77.9,46.5,22
-77.9,47,21
-77.9,47.5,20
-77.9,48,19
-77.9,48.5,19
-77.9,49,19
-77.9,49.5,19
-77.9,50,19
-77.9,50.5,19
-77.9,51,19
-77.9,51.5,19
-77.9,52,18
-77.9,52.5,19
-77.9,53,19
-77.9,53.5,19
-77.9,54,19
-77.9,54.5,19
-77.9,58.5,20
-77.9,59,20
-77.9,59.5,20
-77.9,60,20
-77.9,60.5,20
-77.9,61,20
-77.9,61.5,20
-77.9,62,20
-77.9,62.5,20
-77.9,63,20
-77.9,63.5,20
-77.9,64,20
-77.9,64.5,20
-77.9,65,20
-77.4,31.5,34
-77.4,32,34
-77.4,32.5,34
-77.4,33,34
-77.4,33.5,34
-77.4,34,34
-77.4,34.5,34
-77.4,35,34
-77.4,35.5,34
-77.4,36,34
-77.4,36.5,34
-77.4,37,34
-77.4,37.5,34
-77.4,38,34
-77.4,38.5,33
-77.4,39,33
-77.4,39.5,32
-77.4,40,31
-77.4,40.5,30
