lon,lat,Qm
-77.4,41,28
-77.4,41.5,27
-77.4,42,25
-77.4,42.5,24
-77.4,43,24
-77.4,43.5,24
-77.4,44,24
-77.4,44.5,23
-77.4,45,23
-77.4,45.5,23
-77.4,46,23
-77.4,46.5,22
-77.4,47,21
-77.4,47.5,20
-77.4,48,19
-77.4,48.5,19
-77.4,49,19
-77.4,49.5,19
-77.4,50,19
-77.4,50.5,19
-77.4,51,19
-77.4,51.5,18
-77.4,52,18
-77.4,52.5,19
-77.4,53,19
-77.4,53.5,19
-77.4,54,19
-77.4,54.5,19
-77.4,55,19
-77.4,58,20
-77.4,58.5,20
-77.4,59,20
-77.4,59.5,20
-77.4,60,20
-77.4,60.5,20
-77.4,61,20
-77.4,61.5,20
-77.4,62,20
-77.4,62.5,20
-77.4,63,20
-77.4,63.5,20
-77.4,64,20
-77.4,64.5,20
-77.4,65,20
-77.4,65.5,20
-76.9,31.5,34
-76.9,32,34
-76.9,32.5,34
-76.9,33,34
-76.9,33.5,34
-76.9,34,34
-76.9,34.5,34
-76.9,35,34
-76.9,35.5,34
-76.9,36,34
-76.9,36.5,34
-76.9,37,34
-76.9,37.5,34
-76.9,38,34
-76.9,38.5,34
-76.9,39,33
-76.9,39.5,33
-76.9,40,32
-76.9,40.5,30
-76.9,41,29
-76.9,41.5,27
-76.9,42,26
-76.9,42.5,25
-76.9,43,24
-76.9,43.5,24
-76.9,44,23
-76.9,44.5,23
-76.9,45,23
-76.9,45.5,23
-76.9,46,23
-76.9,46.5,23
-76.9,47,22
-76.9,47.5,21
-76.9,48,20
-76.9,48.5,20
-76.9,49,19
-76.9,49.5,19
-76.9,50,19
-76.9,50.5,19
-76.9,51,19
-76.9,51.5,18
-76.9,52,18
-76.9,52.5,19
-76.9,53,19
-76.9,53.5,19
-76.9,54,19
-76.9,54.5,19
-76.9,55,19
-76.9,58,20
-76.9,58.5,20
-76.9,59,20
-76.9,59.5,20
-76.9,60,20
-76.9,60.5,20
-76.9,61,20
-76.9,61.5,20
-76.9,62,20
-76.9,62.5,20
-76.9,63,20
-76.9,63.5,20
-76.9,64,20
-76.9,64.5,20
-76.9,65,20
-76.9,65.5,20
-76.4,31.5,34
-76.4,32,34
-76.4,32.5,34
-76.4,33,34
-76.4,33.5,34
-76.4,34,34
-76.4,34.5,34
-76.4,35,34
-76.4,35.5,34
-76.4,36,34
-76.4,36.5,34
-76.4,37,34
-76.4,37.5,34
-76.4,38,34
-76.4,38.5,34
-76.4,39,33
-76.4,39.5,33
-76.4,40,32
-76.4,40.5,31
-76.4,41,30
-76.4,41.5,28
-76.4,42,26
-76.4,42.5,24
-76.4,43,24
-76.4,43.5,23
-76.4,44,23
-76.4,44.5,23
-76.4,45,23
-76.4,45.5,23
-76.4,46,23
-76.4,46.5,23
-76.4,47,23
-76.4,47.5,23
-76.4,48,21
-76.4,48.5,20
-76.4,49,20
-76.4,49.5,19
-76.4,50,19
-76.4,50.5,19
-76.4,51,19
-76.4,51.5,18
-76.4,52,18
-76.4,52.5,19
-76.4,53,19
-76.4,53.5,19
-76.4,54,19
-76.4,54.5,19
-76.4,55,19
-76.4,55.5,19
-76.4,57.5,20
-76.4,58,20
-76.4,58.5,20
-76.4,59,20
-76.4,59.5,20
-76.4,60,20
-76.4,60.5,20
-76.4,61,20
-76.4,61.5,20
-76.4,62,20
-76.4,62.5,20
-76.4,63,20
-76.4,63.5,20
-76.4,64,20
-76.4,64.5,20
-76.4,65,20
-76.4,65.5,20
-76.4,66,20
-75.9,31.5,34
-75.9,32,34
-75.9,32.5,34
-75.9,33,34
-75.9,33.5,34
-75.9,34,34
-75.9,34.5,34
-75.9,35,34
-75.9,35.5,34
-75.9,36,34
-75.9,36.5,34
-75.9,37,34
-75.9,37.5,34
-75.9,38,33
-75.9,38.5,33
-75.9,39,33
-75.9,39.5,33
-75.9,40,33
-75.9,40.5,32
-75.9,41,30
-75.9,41.5,28
-75.9,42,26
-75.9,42.5,24
-75.9,43,23
-75.9,43.5,22
-75.9,44,22
-75.9,44.5,22
-75.9,45,23
-75.9,45.5,23
-75.9,46,22
-75.9,46.5,22
-75.9,47,23
-75.9,47.5,23
-75.9,48,22
-75.9,48.5,21
-75.9,49,20
-75.9,49.5,19
-75.9,50,19
-75.9,50.5,19
-75.9,51,19
-75.9,51.5,19
-75.9,52,19
-75.9,52.5,19
-75.9,53,20
-75.9,53.5,20
-75.9,54,19
-75.9,54.5,19
-75.9,55,19
-75.9,55.5,19
-75.9,57.5,20
-75.9,58,20
-75.9,58.5,20
-75.9,59,20
-75.9,59.5,20
-75.9,60,20
-75.9,60.5,20
-75.9,61,20
-75.9,61.5,20
-75.9,62,20
-75.9,62.5,20
-75.9,63,20
-75.9,63.5,20
-75.9,64,20
-75.9,64.5,20
-75.9,65,20
-75.9,65.5,20
-75.9,66,20
-75.4,32,34
-75.4,32.5,34
-75.4,33,34
-75.4,33.5,34
-75.4,34,34
-75.4,34.5,34
-75.4,35,34
-75.4,35.5,34
-75.4,36,34
-75.4,36.5,34
-75.4,37,33
-75.4,37.5,33
-75.4,38,33
-75.4,38.5,33
-75.4,39,33
-75.4,39.5,33
-75.4,40,33
-75.4,40.5,33
-75.4,41,31
-75.4,41.5,29
-75.4,42,26
-75.4,42.5,23
-75.4,43,22
-75.4,43.5,22
-75.4,44,22
-75.4,44.5,22
-75.4,45,23
-75.4,45.5,24
-75.4,46,23
-75.4,46.5,23
-75.4,47,23
-75.4,47.5,23
-75.4,48,23
-75.4,48.5,22
-75.4,49,21
-75.4,49.5,20
-75.4,50,19
-75.4,50.5,19
-75.4,51,19
-75.4,51.5,19
-75.4,52,19
-75.4,52.5,20
-75.4,53,20
-75.4,53.5,20
-75.4,54,20
-75.4,54.5,20
-75.4,55,19
-75.4,55.5,19
-75.4,57,20
-75.4,57.5,20
-75.4,58,20
-75.4,58.5,20
-75.4,59,20
-75.4,59.5,20
-75.4,60,20
-75.4,60.5,20
-75.4,61,20
-75.4,61.5,20
-75.4,62,20
-75.4,62.5,20
-75.4,63,20
-75.4,63.5,20
-75.4,64,20
-75.4,64.5,20
-75.4,65,20
-75.4,65.5,20
-75.4,66,20
-75.4,66.5,20
-74.9,32,34
-74.9,32.5,34
-74.9,33,34
-74.9,33.5,34
-74.9,34,33
-74.9,34.5,34
-74.9,35,34
-74.9,35.5,34
-74.9,36,33
-74.9,36.5,33
-74.9,37,33
-74.9,37.5,33
-74.9,38,33
-74.9,38.5,33
-74.9,39,33
-74.9,39.5,33
-74.9,40,33
-74.9,40.5,33
-74.9,41,32
-74.9,41.5,30
-74.9,42,27
-74.9,42.5,22
-74.9,43,22
-74.9,43.5,23
-74.9,44,23
-74.9,44.5,24
-74.9,45,25
-74.9,45.5,26
-74.9,46,26
-74.9,46.5,25
-74.9,47,25
-74.9,47.5,24
-74.9,48,23
-74.9,48.5,22
-74.9,49,21
-74.9,49.5,21
-74.9,50,20
-74.9,50.5,19
-74.9,51,19
-74.9,51.5,19
-74.9,52,19
-74.9,52.5,20
-74.9,53,20
-74.9,53.5,20
-74.9,54,20
-74.9,54.5,21
-74.9,55,21
-74.9,55.5,21
-74.9,57,20
-74.9,57.5,20
-74.9,58,20
-74.9,58.5,20
-74.9,59,20
-74.9,59.5,20
-74.9,60,20
-74.9,60.5,20
-74.9,61,20
-74.9,61.5,20
-74.9,62,20
-74.9,62.5,20
-74.9,63,20
-74.9,63.5,20
-74.9,64,20
-74.9,64.5,20
-74.9,65,20
-74.9,65.5,20
-74.9,66,20
-74.9,66.5,20
-74.4,32,34
-74.4,32.5,34
-74.4,33,34
-74.4,33.5,34
-74.4,34,34
-74.4,34.5,33
-74.4,35,33
-74.4,35.5,33
-74.4,36,33
-74.4,36.5,33
-74.4,37,33
-74.4,37.5,33
-74.4,38,33
-74.4,38.5,33
-74.4,39,33
-74.4,39.5,33
-74.4,40,33
-74.4,40.5,33
-74.4,41,33
-74.4,41.5,32
-74.4,42,29
-74.4,42.5,26
-74.4,43,25
-74.4,43.5,25
-74.4,44,26
-74.4,44.5,26
-74.4,45,28
-74.4,45.5,29
-74.4,46,29
-74.4,46.5,27
-74.4,47,26
-74.4,47.5,25
-74.4,48,24
-74.4,48.5,23
-74.4,49,22
-74.4,49.5,21
-74.4,50,21
-74.4,50.5,20
-74.4,51,20
-74.4,51.5,20
-74.4,52,20
-74.4,52.5,20
-74.4,53,20
-74.4,53.5,20
-74.4,54,21
-74.4,54.5,21
-74.4,55,21
-74.4,55.5,21
-74.4,56,23
-74.4,57,20
-74.4,57.5,20
-74.4,58,20
-74.4,58.5,20
-74.4,59,20
-74.4,59.5,20
-74.4,60,20
-74.4,60.5,20
-74.4,61,20
-74.4,61.5,20
-74.4,62,20
-74.4,62.5,20
-74.4,63,20
-74.4,63.5,20
-74.4,64,20
-74.4,64.5,20
-74.4,65,20
-74.4,65.5,20
-74.4,66,20
-74.4,66.5,20
-73.9,32.5,34
-73.9,33,34
-73.9,33.5,34
-73.9,34,34
-73.9,34.5,33
-73.9,35,33
-73.9,35.5,33
-73.9,36,33
-73.9,36.5,33
-73.9,37,33
-73.9,37.5,33
-73.9,38,33
-73.9,38.5,33
-73.9,39,33
-73.9,39.5,33
-73.9,40,33
-73.9,40.5,33
-73.9,41,33
-73.9,41.5,32
-73.9,42,30
-73.9,42.5,28
-73.9,43,27
-73.9,43.5,28
-73.9,44,28
-73.9,44.5,29
-73.9,45,29
-73.9,45.5,30
-73.9,46,30
-73.9,46.5,28
-73.9,47,27
-73.9,47.5,26
-73.9,48,24
-73.9,48.5,23
-73.9,49,22
-73.9,49.5,22
-73.9,50,21
-73.9,50.5,21
-73.9,51,20
-73.9,51.5,20
-73.9,52,21
-73.9,52.5,21
-73.9,53,21
-73.9,53.5,21
-73.9,54,21
-73.9,54.5,21
-73.9,55,21
-73.9,55.5,22
-73.9,56,23
-73.9,56.5,23
-73.9,57,20
-73.9,57.5,20
-73.9,58,20
-73.9,58.5,20
-73.9,59,20
-73.9,59.5,20
-73.9,60,20
-73.9,60.5,20
-73.9,61,20
-73.9,61.5,20
-73.9,62,20
-73.9,62.5,20
-73.9,63,20
-73.9,63.5,20
-73.9,64,20
-73.9,64.5,20
-73.9,65,20
-73.9,65.5,20
-73.9,66,20
-73.9,66.5,20
-73.4,32.5,34
-73.4,33,34
-73.4,33.5,34
-73.4,34,33
-73.4,34.5,33
-73.4,35,33
-73.4,35.5,33
-73.4,36,33
-73.4,36.5,33
-73.4,37,33
-73.4,37.5,33
-73.4,38,33
-73.4,38.5,33
-73.4,39,33
-73.4,39.5,33
-73.4,40,33
-73.4,40.5,33
-73.4,41,33
-73.4,41.5,32
-73.4,42,31
-73.4,42.5,30
-73.4,43,30
-73.4,43.5,30
-73.4,44,30
-73.4,44.5,30
-73.4,45,31
-73.4,45.5,31
-73.4,46,30
-73.4,46.5,29
-73.4,47,27
-73.4,47.5,26
-73.4,48,25
-73.4,48.5,23
-73.4,49,22
-73.4,49.5,22
-73.4,50,22
-73.4,50.5,21
-73.4,51,21
-73.4,51.5,21
-73.4,52,21
-73.4,52.5,21
-73.4,53,21
-73.4,53.5,21
-73.4,54,21
-73.4,54.5,21
-73.4,55,22
-73.4,55.5,22
-73.4,56,23
-73.4,56.5,23
-73.4,57,20
-73.4,57.5,20
-73.4,58,20
-73.4,58.5,20
-73.4,59,20
-73.4,59.5,20
-73.4,60,20
-73.4,60.5,20
-73.4,61,20
-73.4,61.5,20
-73.4,62,20
-73.4,62.5,20
-73.4,63,20
-73.4,63.5,20
-73.4,64,20
-73.4,64.5,20
-73.4,65,20
-73.4,65.5,20
-73.4,66,20
-73.4,66.5,20
-72.9,33,34
-72.9,33.5,34
-72.9,34,34
-72.9,34.5,33
-72.9,35,33
-72.9,35.5,33
-72.9,36,33
-72.9,36.5,33
-72.9,37,33
-72.9,37.5,33
-72.9,38,33
-72.9,38.5,33
-72.9,39,33
-72.9,39.5,33
-72.9,40,33
-72.9,40.5,33
-72.9,41,32
-72.9,41.5,32
-72.9,42,32
-72.9,42.5,31
-72.9,43,31
-72.9,43.5,31
-72.9,44,31
-72.9,44.5,31
-72.9,45,31
-72.9,45.5,31
-72.9,46,30
-72.9,46.5,29
-72.9,47,28
-72.9,47.5,26
-72.9,48,25
-72.9,48.5,23
-72.9,49,22
-72.9,49.5,22
-72.9,50,21
-72.9,50.5,21
-72.9,51,21
-72.9,51.5,22
-72.9,52,22
-72.9,52.5,22
-72.9,53,22
-72.9,53.5,22
-72.9,54,22
-72.9,54.5,22
-72.9,55,22
-72.9,55.5,23
-72.9,56,23
-72.9,56.5,23
-72.9,57,22
-72.9,57.5,20
-72.9,58,20
-72.9,58.5,20
-72.9,59,20
-72.9,59.5,20
-72.9,60,20
-72.9,60.5,20
-72.9,61,20
-72.9,61.5,20
-72.9,62,20
-72.9,62.5,20
-72.9,63,20
-72.9,63.5,20
-72.9,64,20
-72.9,64.5,20
-72.9,65,20
-72.9,65.5,20
-72.9,66,20
-72.9,66.5,20
-72.4,33.5,34
-72.4,34,34
-72.4,34.5,33
-72.4,35,33
-72.4,35.5,33
-72.4,36,33
-72.4,36.5,33
-72.4,37,33
-72.4,37.5,33
-72.4,38,33
-72.4,38.5,33
-72.4,39,33
-72.4,39.5,33
-72.4,40,33
-72.4,40.5,33
-72.4,41,32
-72.4,41.5,32
-72.4,42,32
-72.4,42.5,32
-72.4,43,32
-72.4,43.5,32
-72.4,44,32
-72.4,44.5,32
-72.4,45,32
-72.4,45.5,31
-72.4,46,31
-72.4,46.5,30
-72.4,47,28
-72.4,47.5,26
-72.4,48,24
-72.4,48.5,23
-72.4,49,22
-72.4,49.5,21
-72.4,50,21
-72.4,50.5,21
-72.4,51,21
-72.4,51.5,22
-72.4,52,22
-72.4,52.5,22
-72.4,53,22
-72.4,53.5,22
-72.4,54,22
-72.4,54.5,22
-72.4,55,22
-72.4,55.5,23
-72.4,56,23
-72.4,56.5,23
-72.4,57,23
-72.4,57.5,20
-72.4,58,20
-72.4,58.5,20
-72.4,59,20
-72.4,59.5,20
-72.4,60,20
-72.4,60.5,20
-72.4,61,20
-72.4,61.5,20
-72.4,62,20
-72.4,62.5,20
-72.4,63,20
-72.4,63.5,20
-72.4,64,20
-72.4,64.5,20
-72.4,65,20
-72.4,65.5,20
-72.4,66,20
-71.9,34,34
-71.9,34.5,34
-71.9,35,33
-71.9,35.5,33
-71.9,36,33
-71.9,36.5,33
-71.9,37,33
-71.9,37.5,33
-71.9,38,33
-71.9,38.5,32
-71.9,39,33
-71.9,39.5,33
-71.9,40,33
-71.9,40.5,33
-71.9,41,32
-71.9,41.5,32
-71.9,42,32
-71.9,42.5,32
-71.9,43,32
-71.9,43.5,32
-71.9,44,32
-71.9,44.5,32
-71.9,45,32
-71.9,45.5,32
-71.9,46,31
-71.9,46.5,30
-71.9,47,28
-71.9,47.5,26
-71.9,48,24
-71.9,48.5,22
-71.9,49,21
-71.9,49.5,21
-71.9,50,21
-71.9,50.5,21
-71.9,51,21
-71.9,51.5,22
-71.9,52,23
-71.9,52.5,23
-71.9,53,23
-71.9,53.5,23
-71.9,54,23
-71.9,54.5,23
-71.9,55,23
-71.9,55.5,23
-71.9,56,23
-71.9,56.5,23
-71.9,57,23
-71.9,57.5,20
-71.9,58,20
-71.9,58.5,20
-71.9,59,20
-71.9,59.5,20
-71.9,60,20
-71.9,60.5,20
-71.9,61,20
-71.9,61.5,20
-71.9,62,20
-71.9,62.5,20
-71.9,63,20
-71.9,63.5,20
-71.9,64,20
-71.9,64.5,20
-71.9,65,20
-71.9,65.5,20
-71.9,66,20
-71.4,35,34
-71.4,35.5,33
-71.4,36,33
-71.4,36.5,33
-71.4,37,33
-71.4,37.5,33
-71.4,38,32
-71.4,38.5,32
-71.4,39,32
-71.4,39.5,33
-71.4,40,33
-71.4,40.5,32
-71.4,41,32
-71.4,41.5,32
-71.4,42,32
-71.4,42.5,32
-71.4,43,32
-71.4,43.5,32
-71.4,44,32
-71.4,44.5,32
-71.4,45,32
-71.4,45.5,32
-71.4,46,32
-71.4,46.5,31
-71.4,47,29
-71.4,47.5,26
-71.4,48,24
-71.4,48.5,22
-71.4,49,21
-71.4,49.5,21
-71.4,50,21
-71.4,50.5,21
-71.4,51,22
-71.4,51.5,22
-71.4,52,23
-71.4,52.5,23
-71.4,53,23
-71.4,53.5,23
-71.4,54,23
-71.4,54.5,23
-71.4,55,23
-71.4,55.5,23
-71.4,56,23
-71.4,56.5,23
-71.4,57,23
-71.4,58,20
-71.4,58.5,20
-71.4,59,20
-71.4,59.5,20
-71.4,60,20
-71.4,60.5,20
-71.4,61,20
-71.4,61.5,20
-71.4,62,20
-71.4,62.5,20
-71.4,63,20
-71.4,63.5,20
-71.4,64,20
-71.4,64.5,20
-71.4,65,20
-71.4,65.5,20
-70.9,36,33
-70.9,36.5,33
-70.9,37,32
-70.9,37.5,32
-70.9,38,32
-70.9,38.5,32
-70.9,39,32
-70.9,39.5,32
-70.9,40,33
-70.9,40.5,32
-70.9,41,32
-70.9,41.5,32
-70.9,42,32
-70.9,42.5,32
-70.9,43,32
-70.9,43.5,32
-70.9,44,32
-70.9,44.5,32
-70.9,45,32
-70.9,45.5,32
-70.9,46,32
-70.9,46.5,31
-70.9,47,29
-70.9,47.5,27
-70.9,48,25
-70.9,48.5,22
-70.9,49,22
-70.9,49.5,21
-70.9,50,21
-70.9,50.5,21
-70.9,51,22
-70.9,51.5,22
-70.9,52,23
-70.9,52.5,23
-70.9,53,23
-70.9,53.5,23
-70.9,54,23
-70.9,54.5,24
-70.9,55,23
-70.9,55.5,23
-70.9,56,23
-70.9,56.5,23
-70.9,57,23
-70.9,58,20
-70.9,58.5,20
-70.9,59,20
-70.9,59.5,20
-70.9,60,20
-70.9,60.5,20
-70.9,61,20
-70.9,61.5,20
-70.9,62,20
-70.9,62.5,20
-70.9,63,20
-70.9,63.5,20
-70.9,64,20
-70.9,64.5,20
-70.9,65,20
-70.9,65.5,20
-70.4,37,32
-70.4,37.5,32
-70.4,38,32
-70.4,38.5,32
-70.4,39,32
-70.4,39.5,32
-70.4,40,32
-70.4,40.5,33
-70.4,41,32
-70.4,41.5,32
-70.4,42,32
-70.4,42.5,32
-70.4,43,32
-70.4,43.5,32
-70.4,44,32
-70.4,44.5,32
-70.4,45,32
-70.4,45.5,32
-70.4,46,32
-70.4,46.5,31
-70.4,47,30
-70.4,47.5,29
-70.4,48,26
-70.4,48.5,24
-70.4,49,23
-70.4,49.5,22
-70.4,50,21
-70.4,50.5,22
-70.4,51,22
-70.4,51.5,23
-70.4,52,23
-70.4,52.5,23
-70.4,53,24
-70.4,53.5,24
-70.4,54,24
-70.4,54.5,24
-70.4,55,23
-70.4,55.5,23
-70.4,56,23
-70.4,56.5,23
-70.4,57,23
-70.4,58.5,20
-70.4,59,20
-70.4,59.5,20
-70.4,60,20
-70.4,60.5,20
-70.4,61,20
-70.4,61.5,20
-70.4,62,20
-70.4,62.5,20
-70.4,63,20
-70.4,63.5,20
-70.4,64,20
-70.4,64.5,20
-70.4,65,20
-69.9,37.5,32
-69.9,38,32
-69.9,38.5,32
-69.9,39,32
-69.9,39.5,32
-69.9,40,32
-69.9,40.5,32
-69.9,41,32
-69.9,41.5,32
-69.9,42,32
-69.9,42.5,32
-69.9,43,32
-69.9,43.5,32
-69.9,44,32
-69.9,44.5,32
-69.9,45,32
-69.9,45.5,32
-69.9,46,32
-69.9,46.5,32
-69.9,47,31
-69.9,47.5,30
-69.9,48,28
-69.9,48.5,26
-69.9,49,24
-69.9,49.5,23
-69.9,50,22
-69.9,50.5,22
-69.9,51,23
-69.9,51.5,23
-69.9,52,23
-69.9,52.5,23
-69.9,53,24
-69.9,53.5,24
-69.9,54,24
-69.9,54.5,24
-69.9,55,23
-69.9,55.5,23
-69.9,56,23
-69.9,56.5,23
-69.9,57,23
-69.9,59.5,20
-69.9,60,20
-69.9,60.5,20
-69.9,61,20
-69.9,61.5,20
-69.9,62,20
-69.9,62.5,20
-69.9,63,20
-69.9,63.5,20
-69.9,64,20
-69.4,37.5,32
-69.4,38,32
-69.4,38.5,32
-69.4,39,32
-69.4,39.5,32
-69.4,40,32
-69.4,40.5,32
-69.4,41,32
-69.4,41.5,32
-69.4,42,32
-69.4,42.5,32
-69.4,43,32
-69.4,43.5,32
-69.4,44,32
-69.4,44.5,32
-69.4,45,32
-69.4,45.5,32
-69.4,46,32
-69.4,46.5,32
-69.4,47,32
-69.4,47.5,32
-69.4,48,30
-69.4,48.5,27
-69.4,49,26
-69.4,49.5,24
-69.4,50,23
-69.4,50.5,23
-69.4,51,23
-69.4,51.5,23
-69.4,52,23
-69.4,52.5,23
-69.4,53,24
-69.4,53.5,24
-69.4,54,24
-69.4,54.5,24
-69.4,55,23
-69.4,55.5,23
-69.4,56,23
-69.4,56.5,23
-69.4,57,23
-69.4,60.5,20
-69.4,61,20
-69.4,61.5,20
-69.4,62,20
-69.4,62.5,20
-69.4,63,20
-68.9,37.5,32
-68.9,38,32
-68.9,38.5,32
-68.9,39,32
-68.9,39.5,32
-68.9,40,32
-68.9,40.5,32
-68.9,41,32
-68.9,41.5,32
-68.9,42,32
-68.9,42.5,32
-68.9,43,32
-68.9,43.5,32
-68.9,44,32
-68.9,44.5,32
-68.9,45,32
-68.9,45.5,32
-68.9,46,32
-68.9,46.5,32
-68.9,47,32
-68.9,47.5,31
-68.9,48,30
-68.9,48.5,28
-68.9,49,27
-68.9,49.5,25
-68.9,50,24
-68.9,50.5,24
-68.9,51,24
-68.9,51.5,23
-68.9,52,23
-68.9,52.5,24
-68.9,53,24
-68.9,53.5,24
-68.9,54,24
-68.9,54.5,24
-68.9,55,23
-68.9,55.5,23
-68.9,56,23
-68.9,56.5,23
-68.4,38,32
-68.4,38.5,32
-68.4,39,32
-68.4,39.5,32
-68.4,40,32
-68.4,40.5,32
-68.4,41,32
-68.4,41.5,32
-68.4,42,32
-68.4,42.5,32
-68.4,43,32
-68.4,43.5,32
-68.4,44,32
-68.4,44.5,32
-68.4,45,32
-68.4,45.5,32
-68.4,46,32
-68.4,46.5,32
-68.4,47,32
-68.4,47.5,31
-68.4,48,30
-68.4,48.5,29
-68.4,49,27
-68.4,49.5,26
-68.4,50,25
-68.4,50.5,24
-68.4,51,24
-68.4,51.5,24
-68.4,52,23
-68.4,52.5,23
-68.4,53,24
-68.4,53.5,24
-68.4,54,24
-68.4,54.5,24
-68.4,55,23
-68.4,55.5,23
-68.4,56,23
-68.4,56.5,23
-67.9,38.5,32
-67.9,39,32
-67.9,39.5,32
-67.9,40,32
-67.9,40.5,32
-67.9,41,32
-67.9,41.5,32
-67.9,42,32
-67.9,42.5,32
-67.9,43,32
-67.9,43.5,32
-67.9,44,32
-67.9,44.5,32
-67.9,45,32
-67.9,45.5,32
-67.9,46,32
-67.9,46.5,32
-67.9,47,31
-67.9,47.5,31
-67.9,48,30
-67.9,48.5,29
-67.9,49,28
-67.9,49.5,26
-67.9,50,25
-67.9,50.5,25
-67.9,51,24
-67.9,51.5,24
-67.9,52,23
-67.9,52.5,23
-67.9,53,23
-67.9,53.5,24
-67.9,54,24
-67.9,54.5,23
-67.9,55,23
-67.9,55.5,23
-67.9,56,23
-67.9,56.5,23
-67.4,39,32
-67.4,39.5,32
-67.4,40,32
-67.4,40.5,32
-67.4,41,32
-67.4,41.5,32
-67.4,42,32
-67.4,42.5,32
-67.4,43,32
-67.4,43.5,32
-67.4,44,32
-67.4,44.5,32
-67.4,45,32
-67.4,45.5,32
-67.4,46,32
-67.4,46.5,32
-67.4,47,31
-67.4,47.5,31
-67.4,48,30
-67.4,48.5,29
-67.4,49,28
-67.4,49.5,27
-67.4,50,26
-67.4,50.5,25
-67.4,51,24
-67.4,51.5,23
-67.4,52,23
-67.4,52.5,23
-67.4,53,23
-67.4,53.5,24
-67.4,54,23
-67.4,54.5,23
-67.4,55,23
-67.4,55.5,23
-67.4,56,23
-66.9,39.5,32
-66.9,40,32
-66.9,40.5,32
-66.9,41,32
-66.9,41.5,32
-66.9,42,32
-66.9,42.5,32
-66.9,43,32
-66.9,43.5,32
-66.9,44,32
-66.9,44.5,32
-66.9,45,32
-66.9,45.5,32
-66.9,46,32
-66.9,46.5,32
-66.9,47,31
-66.9,47.5,31
-66.9,48,31
-66.9,48.5,30
-66.9,49,29
-66.9,49.5,27
-66.9,50,26
-66.9,50.5,24
-66.9,51,24
-66.9,51.5,23
-66.9,52,23
-66.9,52.5,23
-66.9,53,23
-66.9,53.5,24
-66.9,54,23
-66.9,54.5,23
-66.9,55,23
-66.9,55.5,23
-66.9,56,23
-66.4,40.5,32
-66.4,41,32
-66.4,41.5,32
-66.4,42,32
-66.4,42.5,32
-66.4,43,32
-66.4,43.5,32
-66.4,44,32
-66.4,44.5,32
-66.4,45,32
-66.4,45.5,32
-66.4,46,32
-66.4,46.5,32
-66.4,47,32
-66.4,47.5,32
-66.4,48,31
-66.4,48.5,31
-66.4,49,30
-66.4,49.5,28
-66.4,50,26
-66.4,50.5,24
-66.4,51,23
-66.4,51.5,23
-66.4,52,23
-66.4,52.5,24
-66.4,53,23
-66.4,53.5,23
-66.4,54,23
-66.4,54.5,23
-66.4,55,23
-66.4,55.5,23
-66.4,56,23
-65.9,40.5,32
-65.9,41,32
-65.9,41.5,32
-65.9,42,32
-65.9,42.5,32
-65.9,43,32
-65.9,43.5,32
-65.9,44,32
-65.9,44.5,32
-65.9,45,32
-65.9,45.5,32
-65.9,46,32
-65.9,46.5,32
-65.9,47,32
-65.9,47.5,32
-65.9,48,32
-65.9,48.5,32
-65.9,49,31
-65.9,49.5,29
-65.9,50,26
-65.9,50.5,23
-65.9,51,24
-65.9,51.5,24
-65.9,52,24
-65.9,52.5,23
-65.9,53,23
-65.9,53.5,23
-65.9,54,23
-65.9,54.5,23
-65.9,55,23
-65.9,55.5,23
-65.4,41,32
-65.4,41.5,33
-65.4,42,32
-65.4,42.5,32
-65.4,43,33
-65.4,43.5,33
-65.4,44,32
-65.4,44.5,32
-65.4,45,32
-65.4,45.5,32
-65.4,46,33
-65.4,46.5,33
-65.4,47,33
-65.4,47.5,33
-65.4,48,33
-65.4,48.5,34
-65.4,49,32
-65.4,49.5,30
-65.4,50,27
-65.4,50.5,25
-65.4,51,24
-65.4,51.5,24
-65.4,52,24
-65.4,52.5,23
-65.4,53,23
-65.4,53.5,23
-65.4,54,23
-65.4,54.5,23
-65.4,55,23
-64.9,41,32
-64.9,41.5,33
-64.9,42,33
-64.9,42.5,33
-64.9,43,33
-64.9,43.5,33
-64.9,44,33
-64.9,44.5,33
-64.9,45,33
-64.9,45.5,33
-64.9,46,33
-64.9,46.5,33
-64.9,47,33
-64.9,47.5,34
-64.9,48,34
-64.9,48.5,34
-64.9,49,32
-64.9,49.5,30
-64.9,50,28
-64.9,50.5,26
-64.9,51,25
-64.9,51.5,25
-64.9,52,24
-64.9,52.5,24
-64.9,53,24
-64.9,53.5,24
-64.9,54,23
-64.9,54.5,23
-64.9,55,23
-64.4,41,33
-64.4,41.5,33
-64.4,42,33
-64.4,42.5,33
-64.4,43,33
-64.4,43.5,33
-64.4,44,33
-64.4,44.5,33
-64.4,45,33
-64.4,45.5,33
-64.4,46,34
-64.4,46.5,34
-64.4,47,34
-64.4,47.5,34
-64.4,48,34
-64.4,48.5,33
-64.4,49,32
-64.4,49.5,31
-64.4,50,29
-64.4,50.5,27
-64.4,51,26
-64.4,51.5,25
-64.4,52,25
-64.4,52.5,24
-64.4,53,24
-64.4,53.5,24
-64.4,54,23
-64.4,54.5,23
-64.4,55,23
-63.9,41,33
-63.9,41.5,33
-63.9,42,33
-63.9,42.5,33
-63.9,43,33
-63.9,43.5,33
-63.9,44,33
-63.9,44.5,33
-63.9,45,33
-63.9,45.5,34
