-113.8,36.8,1350,43
-113.8,41.6,1350,43
-113.8,46.4,1228,53
-113.6,34.6,1309,46
-113.6,39.4,1350,43
-113.6,44.2,1350,43
-113.4,32.4,1287,48
-113.4,37.2,1350,43
-113.4,42,1350,43
-113.4,46.8,1199,55
-113.2,35,1336,44
-113.2,39.8,1350,43
-113.2,44.6,1319,46
-113,32.8,1280,49
-113,37.6,1350,43
-113,42.4,1350,43
-113,47.2,1166,58
-112.8,35.4,1350,43
-112.8,40.2,1319,46
-112.8,45,1271,50
-112.6,33.2,1281,49
-112.6,38,1350,43
-112.6,42.8,1350,43
-112.6,47.6,1151,59
-112.4,35.6,1350,43
-112.4,40.4,1294,48
-112.4,45.2,1288,48
-112.2,33.2,1292,48
-112.2,38,1330,45
-112.2,42.8,1337,44
-112.2,47.6,1169,58
-112,35.6,1350,43
-112,40.4,1288,48
-112,45.2,1304,47
-111.8,33.2,1285,48
-111.8,38,1308,47
-111.8,42.8,1291,48
-111.8,47.6,1180,57
-111.6,35.6,1350,43
-111.6,40.4,1288,48
-111.6,45.2,1325,45
-111.4,33,1295,48
-111.4,37.8,1278,49
-111.4,42.6,1244,52
-111.4,47.4,1161,58
-111.2,35.2,1350,43
-111.2,40,1298,47
-111.2,44.8,1350,43
-111,32.6,1316,46
-111,37.4,1271,50
-111,42.2,1170,58
-111,47,1221,54
-110.8,34.6,1350,43
-110.8,39.4,1240,52
-110.8,44.2,1350,43
-110.6,31.8,1277,49
-110.6,36.6,1317,46
-110.6,41.4,996,68
-110.6,46.2,1196,56
-110.4,33.8,1350,43
-110.4,38.6,1221,54
-110.4,43.4,1278,49
-110.4,48.2,1040,66
-110.2,35.8,1301,47
-110.2,40.6,1101,63
-110.2,45.4,1295,48
-110,33,1327,45
-110,37.8,1215,54
-110,42.6,1088,64
-110,47.4,1193,56
-109.8,35,1338,44
-109.8,39.8,1155,59
-109.8,44.6,1317,46
-109.6,32.2,1298,47
-109.6,37,1219,54
-109.6,41.8,857,73
-109.6,46.6,1167,58
-109.4,34.2,1350,43
-109.4,39,1159,59
-109.4,43.8,1252,51
-109.4,48.6,1007,68
-109.2,36.2,1224,53
-109.2,41,1112,62
-109.2,45.8,1120,62
-109,33.4,1350,43
-109,38.2,1209,55
-109,43,1103,63
-109,47.8,1134,61
-108.8,35.4,1274,49
-108.8,40.2,1082,65
-108.8,45,1070,65
-108.6,32.6,1350,43
-108.6,37.4,1256,51
-108.6,42.2,963,69
-108.6,47,1175,57
-108.4,34.6,1350,43
-108.4,39.4,1185,56
-108.4,44.2,1130,61
-108.2,31.8,1350,43
-108.2,36.6,1223,53
-108.2,41.4,977,69
-108.2,46.2,1145,60
-108,33.8,1350,43
-108,38.6,1276,49
-108,43.4,1094,64
-108,48.2,1059,66
-107.8,35.8,1253,51
-107.8,40.6,1144,60
-107.8,45.4,1005,68
-107.6,33,1337,44
-107.6,37.8,1323,45
-107.6,42.6,1014,67
-107.6,47.4,1075,65
-107.4,35,1347,43
-107.4,39.8,1279,49
-107.4,44.6,928,71
-107.2,32.2,1336,44
-107.2,37,1298,47
-107.2,41.8,908,71
-107.2,46.6,1076,65
-107,34.2,1329,45
-107,39,1325,45
-107,43.8,1048,66
-107,48.6,1008,68
-106.8,36.4,1339,44
-106.8,41.2,1096,64
-106.8,46,999,68
-106.6,33.8,1339,44
-106.6,38.6,1268,50
-106.6,43.4,937,70
-106.6,48.2,1031,67
-106.4,35.8,1350,43
-106.4,40.6,1267,50
-106.4,45.4,964,69
-106.2,32.6,1350,43
-106.2,37.4,1326,45
-106.2,42.2,1109,63
-106.2,47,1093,64
-106,34,1350,43
-106,38.8,1257,51
-106,43.6,897,72
-106,48.4,1052,66
-105.8,35.4,1350,43
-105.8,40.2,1275,49
-105.8,45,950,70
-105.6,32.2,1329,45
-105.6,37,1350,43
-105.6,41.8,1143,60
-105.6,46.6,1006,68
-105.4,33.6,1350,43
-105.4,38.4,1295,48
-105.4,43.2,923,71
-105.4,48,1060,66
-105.2,34.4,1343,44
-105.2,39.2,1205,55
-105.2,44,869,73
-105,30.4,1249,51
-105,35.2,1314,46
-105,40,1205,55
-105,44.8,1021,67
-104.8,31,1235,52
-104.8,35.8,1333,45
-104.8,40.6,1196,56
-104.8,45.4,925,71
-104.6,31.2,1223,53
-104.6,36,1330,45
-104.6,40.8,1154,59
-104.6,45.6,891,72
-104.4,31.4,1199,55
-104.4,36.2,1316,46
-104.4,41,1104,63
-104.4,45.8,911,71
-104.2,31.8,1107,63
-104.2,36.6,1314,46
-104.2,41.4,1103,63
-104.2,46.2,926,71
-104,32,1112,62
-104,36.8,1297,47
-104,41.6,1115,62
-104,46.4,929,71
-103.8,32.2,1108,63
-103.8,37,1296,47
-103.8,41.8,1092,64
-103.8,46.6,941,70
-103.6,32.4,1116,62
-103.6,37.2,1281,49
-103.6,42,1082,65
-103.6,46.8,919,71
-103.4,32.6,1120,62
-103.4,37.4,1263,50
-103.4,42.2,1047,66
-103.4,47,954,70
-103.2,32.8,1107,63
-103.2,37.6,1217,54
-103.2,42.4,1039,66
-103.2,47.2,925,71
-103,33,1077,65
-103,37.8,1198,55
-103,42.6,1049,66
-103,47.4,954,70
-102.8,33.2,959,69
-102.8,38,1176,57
-102.8,42.8,1049,66
-102.8,47.6,939,70
-102.6,33.4,889,72
-102.6,38.2,1143,60
-102.6,43,1062,66
-102.6,47.8,921,71
-102.4,33.6,910,71
-102.4,38.4,1116,62
-102.4,43.2,1071,65
-102.4,48,861,73
-102.2,33.8,925,71
-102.2,38.6,1083,65
-102.2,43.4,1032,67
-102.2,48.2,868,73
-102,34,928,71
-102,38.8,1048,66
-102,43.6,1031,67
-102,48.4,851,73
-101.8,34.2,924,71
-101.8,39,1022,67
-101.8,43.8,1005,68
-101.8,48.6,879,72
-101.6,34.4,921,71
-101.6,39.2,1010,68
-101.6,44,983,69
-101.4,29.8,1160,59
-101.4,34.6,973,69
-101.4,39.4,965,69
-101.4,44.2,994,68
-101.2,29.6,1172,58
-101.2,34.4,952,70
-101.2,39.2,963,69
-101.2,44,979,69
-101,29.2,1181,57
-101,34,870,73
-101,38.8,987,68
-101,43.6,986,68
-101,48.4,960,69
-100.8,33.6,811,75
-100.8,38.4,1009,68
-100.8,43.2,996,68
-100.8,48,967,69
-100.6,33.2,846,74
-100.6,38,963,69
-100.6,42.8,991,68
-100.6,47.6,952,70
-100.4,32.6,886,72
-100.4,37.4,922,71
-100.4,42.2,981,69
-100.4,47,930,70
-100.2,31.4,896,72
-100.2,36.2,933,70
-100.2,41,950,70
-100.2,45.8,781,76
-100,30.2,1062,66
-100,35,986,68
-100,39.8,946,70
-100,44.6,865,73
-99.8,28.8,1087,64
-99.8,33.6,870,73
-99.8,38.4,940,70
-99.8,43.2,957,69
-99.8,48,859,73
-99.6,31.6,862,73
-99.6,36.4,798,75
-99.6,41.2,896,72
-99.6,46,805,75
-99.4,29.6,1089,64
-99.4,34.4,919,71
-99.4,39.2,914,71
-99.4,44,890,72
-99.2,27.4,1098,64
-99.2,32.2,901,72
-99.2,37,908,71
-99.2,41.8,861,73
-99.2,46.6,778,76
-99,30,1063,66
-99,34.8,973,69
-99,39.6,784,76
-99,44.4,728,78
-98.8,27.6,1126,61
-98.8,32.4,913,71
-98.8,37.2,915,71
-98.8,42,858,73
-98.8,46.8,701,79
-98.6,30,1055,66
-98.6,34.8,940,70
-98.6,39.6,758,77
-98.6,44.4,834,74
-98.4,27.4,1063,66
-98.4,32.2,905,71
-98.4,37,915,71
-98.4,41.8,888,72
-98.4,46.6,659,80
-98.2,29.4,1174,57
-98.2,34.2,957,69
-98.2,39,806,75
-98.2,43.8,851,73
-98.2,48.6,795,75
-98,31.4,863,73
-98,36.2,749,77
-98,41,782,76
-98,45.8,735,78
-97.8,28.8,1103,63
-97.8,33.6,823,74
-97.8,38.4,832,74
-97.8,43.2,818,75
-97.8,48,786,76
-97.6,31.2,931,70
-97.6,36,731,78
-97.6,40.8,836,74
-97.6,45.6,762,77
-97.4,29.4,1088,64
-97.4,34.2,783,76
-97.4,39,863,73
-97.4,43.8,887,72
-97.4,48.6,732,78
-97.2,33,939,70
-97.2,37.8,873,73
-97.2,42.6,923,71
-97.2,47.4,737,78
-97,32,898,72
-97,36.8,827,74
-97,41.6,791,76
-97,46.4,812,75
-96.8,30.8,1039,66
-96.8,35.6,834,74
-96.8,40.4,968,69
-96.8,45.2,876,72
-96.6,29.8,1113,62
-96.6,34.6,785,76
-96.6,39.4,926,71
-96.6,44.2,895,72
-96.4,29.4,1095,64
-96.4,34.2,793,76
-96.4,39,876,72
-96.4,43.8,881,72
-96.4,48.6,716,78
-96.2,33.8,732,78
-96.2,38.6,822,74
-96.2,43.4,877,72
-96.2,48.2,747,77
-96,33.4,764,77
-96,38.2,766,77
-96,43,831,74
-96,47.8,777,76
-95.8,33,852,73
-95.8,37.8,830,74
-95.8,42.6,750,77
-95.8,47.4,765,77
-95.6,32.6,947,70
-95.6,37.4,902,71
-95.6,42.2,754,77
-95.6,47,744,77
-95.4,32.2,1065,65
-95.4,37,904,71
-95.4,41.8,781,76
-95.4,46.6,730,78
-95.2,32,1104,63
-95.2,36.8,868,73
-95.2,41.6,783,76
-95.2,46.4,816,75
-95,32.2,1099,63
-95,37,873,73
-95,41.8,820,74
-95,46.6,821,74
-94.8,32.4,1081,65
-94.8,37.2,873,73
-94.8,42,835,74
-94.8,46.8,784,76
-94.6,32.6,1054,66
-94.6,37.4,876,72
-94.6,42.2,840,74
-94.6,47,739,78
-94.4,32.8,1028,67
-94.4,37.6,874,73
-94.4,42.4,874,73
-94.4,47.2,708,79
-94.2,33.4,899,72
-94.2,38.2,731,78
-94.2,43,896,72
-94.2,47.8,730,78
-94,34.2,765,77
-94,39,801,75
-94,43.8,792,76
-94,48.6,489,87
-93.8,35,946,70
-93.8,39.8,872,73
-93.8,44.6,929,71
-93.6,31.2,1097,64
-93.6,36,846,74
-93.6,40.8,858,73
-93.6,45.6,909,71
-93.4,32.4,1075,65
-93.4,37.2,848,73
-93.4,42,832,74
-93.4,46.8,819,75
-93.2,33.6,1029,67
-93.2,38.4,793,76
-93.2,43.2,775,76
-93.2,48,836,74
-93,34.8,1041,66
-93,39.6,799,75
-93,44.4,874,73
-92.8,31.2,1090,64
-92.8,36,888,72
-92.8,40.8,735,78
-92.8,45.6,864,73
-92.6,32.4,1100,63
-92.6,37.2,898,72
-92.6,42,732,78
-92.6,46.8,813,75
-92.4,33.8,1055,66
-92.4,38.6,756,77
-92.4,43.4,701,79
-92.2,30.4,877,72
-92.2,35.2,1028,67
-92.2,40,877,72
-92.2,44.8,837,74
-92,31.8,1132,61
-92,36.6,930,70
-92,41.4,774,76
-92,46.2,867,73
-91.8,33.2,1164,58
-91.8,38,830,74
-91.8,42.8,707,79
-91.8,47.6,745,77
-91.6,34.8,1046,66
-91.6,39.6,903,71
-91.6,44.4,783,76
-91.4,31.8,1095,64
-91.4,36.6,930,70
-91.4,41.4,784,76
-91.4,46.2,818,75
-91.2,33.4,1126,61
-91.2,38.2,874,73
-91.2,43,809,75
-91,29.8,703,79
-91,34.6,1013,67
-91,39.4,901,72
-91,44.2,900,72
-90.8,31,1052,66
-90.8,35.8,1056,66
-90.8,40.6,820,75
-90.8,45.4,916,71
-90.6,32.2,1066,65
-90.6,37,880,72
-90.6,41.8,800,75
-90.6,46.6,767,76
-90.4,33.4,938,70
-90.4,38.2,956,70
-90.4,43,867,73
-90.2,29.8,741,77
-90.2,34.6,1067,65
-90.2,39.4,886,72
-90.2,44.2,813,75
-90,31,1062,66
-90,35.8,1048,66
-90,40.6,838,74
-90,45.4,801,75
-89.8,32.2,1001,68
-89.8,37,1023,67
-89.8,41.8,839,74
-89.8,46.6,822,74
-89.6,33.4,924,71
-89.6,38.2,933,70
-89.6,43,823,74
-89.4,29.8,1055,66
-89.4,34.6,1036,67
-89.4,39.4,892,72
-89.4,44.2,720,78
-89.2,31.2,994,68
-89.2,36,872,73
-89.2,40.8,889,72
-89.2,45.6,792,76
-89,32.6,1012,67
-89,37.4,830,74
-89,42.2,884,72
-89,47,817,75
-88.8,34.4,915,71
-88.8,39.2,912,71
-88.8,44,846,74
-88.6,32,1017,67
-88.6,36.8,1002,68
-88.6,41.6,916,71
-88.6,47,859,73
-88.4,35,785,76
-88.4,39.8,911,71
-88.4,44.6,789,76
-88.2,33.4,887,72
-88.2,38.2,1003,68
-88.2,43,796,75
-88,32,967,69
-88,36.8,1008,68
-88,41.6,882,72
-88,47.2,826,74
-87.8,35.6,903,71
-87.8,40.4,922,71
-87.8,45.2,783,76
-87.6,34.2,848,73
-87.6,39,902,72
-87.6,43.8,788,76
-87.4,33,904,71
-87.4,37.8,913,71
-87.4,42.6,809,75
-87.2,31.8,872,73
-87.2,36.6,992,68
-87.2,41.4,917,71
-87.2,46.2,756,77
-87,35.4,931,70
-87,40.2,890,72
-87,45,800,75
-86.8,34.2,818,75
-86.8,39,895,72
-86.8,43.8,887,72
-86.6,32.6,998,68
-86.6,37.4,883,72
-86.6,42.2,861,73
-86.4,31.4,856,73
-86.4,36.2,908,71
-86.4,41,907,71
-86.2,30.6,698,79
-86.2,35.4,866,73
-86.2,40.2,771,76
-86.2,45.6,895,72
-86,34.2,874,73
-86,39,779,76
-86,43.8,873,73
-85.8,32.4,1002,68
-85.8,37.2,869,73
-85.8,42,793,76
-85.6,30.4,919,71
-85.6,35.2,859,73
-85.6,40,669,80
-85.6,44.8,850,73
-85.4,33.2,962,69
-85.4,38,843,74
-85.4,42.8,690,79
-85.2,31.2,923,71
-85.2,36,824,74
-85.2,40.8,658,80
-85.2,45.6,911,71
-85,34,989,68
-85,38.8,800,75
-85,43.6,824,74
-84.8,31.8,961,69
-84.8,36.6,914,71
-84.8,41.4,803,75
-84.8,46.2,886,72
-84.6,34.2,1018,67
-84.6,39,812,75
-84.6,43.8,930,70
-84.4,31.4,969,69
-84.4,36.2,793,76
-84.4,41,844,74
-84.4,45.8,888,72
-84.2,33.4,953,70
-84.2,38.2,890,72
-84.2,43,897,72
-84,30.4,992,68
-84,35.2,928,71
-84,40,933,70
-84,44.8,925,71
-83.8,32.2,878,72
-83.8,37,851,73
-83.8,41.8,977,69
-83.8,46.6,902,71
-83.6,34,931,70
-83.6,38.8,931,70
-83.6,43.6,876,72
-83.4,30.6,1058,66
-83.4,35.4,958,69
-83.4,40.2,924,71
-83.4,45,861,73
-83.2,31.6,960,69
-83.2,36.4,882,72
-83.2,41.2,877,72
-83.2,46,935,70
-83,32,961,69
-83,36.8,816,75
-83,41.6,932,70
-83,46.6,888,72
-82.8,32.8,958,69
-82.8,37.6,853,73
-82.8,42.4,811,75
-82.6,29,975,69
-82.6,33.8,976,69
-82.6,38.6,838,74
-82.6,43.4,922,71
-82.4,29.6,1075,65
-82.4,34.4,988,68
-82.4,39.2,827,74
-82.4,44,910,71
-82.2,29.8,1081,65
-82.2,34.6,965,69
-82.2,39.4,825,74
-82.2,44.2,941,70
-82,29,1053,66
-82,33.8,984,68
-82,38.6,801,75
-82,43.4,916,71
-81.8,28.4,1028,67
-81.8,33.2,991,68
-81.8,38,824,74
-81.8,42.8,915,71
-81.6,27.6,968,69
-81.6,32.4,1025,67
-81.6,37.2,896,72
-81.6,42,884,72
-81.4,26.8,940,70
-81.4,32,998,68
-81.4,36.8,926,71
-81.4,41.6,887,72
-81.2,26.4,991,68
-81.2,33,1025,67
-81.2,37.8,858,73
-81.2,42.6,937,70
-81,27,1067,65
-81,35,911,71
-81,39.8,888,72
-81,44.6,983,69
-80.8,32.2,954,70
-80.8,37,1022,67
-80.8,41.8,934,70
-80.8,46.6,910,71
-80.6,34,990,68
-80.6,38.8,1000,68
-80.6,43.6,972,69
-80.4,32.8,1062,66
-80.4,37.6,1067,65
-80.4,42.4,944,70
-80.2,32,892,72
-80.2,36.8,979,69
-80.2,41.6,965,69
-80.2,46.4,884,72
-80,36.2,972,69
-80,41,946,70
-80,45.8,830,74
-79.8,35.8,962,69
-79.8,40.6,935,70
-79.8,45.4,820,75
-79.6,36,954,70
-79.6,40.8,926,71
-79.6,45.6,850,73
-79.4,36.2,955,70
-79.4,41,888,72
-79.4,45.8,899,72
-79.2,36.4,957,69
-79.2,41.2,867,73
-79.2,46,896,72
-79,36.8,963,69
-79,41.6,905,71
-79,46.4,877,72
-78.8,37.6,1035,67
-78.8,42.4,913,71
-78.6,33.8,801,75
-78.6,38.6,1100,63
-78.6,43.4,949,70
-78.4,34.8,1078,65
-78.4,39.6,921,71
-78.4,44.4,880,72
-78.2,35.8,961,69
-78.2,40.6,902,71
-78.2,45.4,870,73
-78,37.2,940,70
-78,42,804,75
-78,46.8,865,73
-77.8,38.8,1041,66
-77.8,43.6,972,69
-77.6,35.6,1039,66
-77.6,40.4,910,71
-77.6,45.2,883,72
-77.4,37.2,1039,66
-77.4,42,792,76
-77.4,46.8,926,71
-77.2,39,919,71
-77.2,43.8,947,70
-77,36.2,1075,65
-77,41,848,73
-77,45.8,897,72
-76.8,38.4,987,68
-76.8,43.2,913,71
-76.6,36,1058,66
-76.6,40.8,881,72
-76.6,45.6,916,71
-76.4,38.8,953,70
-76.4,43.6,939,70
-76.2,36.8,938,70
-76.2,41.6,836,74
-76.2,46.4,936,70
-76,40.6,836,74
-76,45.4,963,69
-75.8,40.2,946,70
-75.8,45,994,68
-75.6,40,916,71
-75.6,44.8,1006,68
-75.4,41,935,70
-75.4,45.8,1021,67
-75.2,42.2,954,70
-75,38.6,751,77
-75,43.4,1020,67
-74.8,40,852,73
-74.8,44.8,992,68
-74.6,42.2,1005,68
-74.4,39.8,618,82
-74.4,44.6,1047,66
-74.2,42.4,1129,61
-74,40.2,808,75
-74,45,996,68
-73.8,42.8,1242,52
-73.6,40.6,826,74
-73.6,45.4,918,71
-73.4,43.4,1204,55
-73.2,41.4,903,71
-73.2,46.2,892,72
-73,44.8,1141,60
-72.8,43.6,1225,53
-72.6,42.4,1186,56
-72.4,41.4,1001,68
-72.4,46.2,920,71
-72.2,45.2,1094,64
-72,44.2,1189,56
-71.8,43,1151,59
-71.6,41.8,994,68
-71.6,46.6,1006,68
-71.4,45.4,1079,65
-71.2,44.2,1174,57
-71,43.2,1166,58
-70.8,42.6,1159,59
-70.6,42,1196,56
-70.6,46.8,952,70
-70.4,46.2,1117,62
-70.2,46.4,1093,64
-70,46.8,1014,67
-69.6,44.2,1048,66
-69.4,45.8,1044,66
-69,44.6,997,68
-68.8,46.4,918,71
-68.4,45.6,1054,66
-68,46.2,1183,57
-124.2,43.8,1286,48
-123.8,42,1323,45
-123.6,41.8,1335,44
-123.6,47.2,1258,51
-123.4,43,1231,53
-123.4,47.8,1213,54
-123.2,43.2,1221,54
-123.2,48,1140,60
-123,42.6,1291,48
-123,47.4,1080,65
-122.8,41,1205,55
-122.8,45.8,1208,55
-122.6,39,1293,48
-122.6,43.8,1198,55
-122.6,48.6,1146,60
-122.4,41.4,1215,54
-122.4,46.2,1171,58
-122.2,38.6,1306,47
-122.2,43.4,1251,51
-122.2,48.2,1132,61
-122,40.4,1168,58
-122,45.2,1190,56
-121.8,37.2,1258,51
-121.8,42,1194,56
-121.8,46.8,1232,53
-121.6,38.8,1306,47
-121.6,43.6,1305,47
-121.6,48.4,1165,58
-121.4,40.2,1284,49
-121.4,45,1234,53
-121.2,36.4,1297,47
-121.2,41.2,1322,45
-121.2,46,1319,46
-121,37.2,1258,51
-121,42,1324,45
-121,46.8,1318,46
-120.8,37.8,1344,44
-120.8,42.6,1350,43
-120.8,47.4,1271,50
-120.6,38.2,1339,44
-120.6,43,1350,43
-120.6,47.8,1248,51
-120.4,38.4,1329,45
-120.4,43.2,1350,43
-120.4,48,1232,53
-120.2,38.6,1318,46
-120.2,43.4,1350,43
-120.2,48.2,1212,54
-120,38.8,1294,48
-120,43.6,1350,43
-120,48.4,1237,52
-119.8,38.8,1290,48
-119.8,43.6,1350,43
-119.8,48.4,1230,53
-119.6,37.8,1350,43
-119.6,42.6,1333,45
-119.6,47.4,1185,56
-119.4,36.4,1183,57
-119.4,41.2,1350,43
-119.4,46,1304,47
-119.2,35,1315,46
-119.2,39.8,1321,45
-119.2,44.6,1329,45
-119,33.6,1254,51
-119,38.4,1350,43
-119,43.2,1350,43
-119,48,1206,55
-118.8,37,1280,49
-118.8,41.8,1350,43
-118.8,46.6,1272,49
-118.6,35.6,1350,43
-118.6,40.4,1336,44
-118.6,45.2,1290,48
-118.4,34.2,1153,59
-118.4,39,1340,44
-118.4,43.8,1350,43
-118.4,48.6,1282,49
-118.2,37.6,1328,45
-118.2,42.4,1350,43
-118.2,47.2,1221,54
-118,36.4,1302,47
-118,41.2,1350,43
-118,46,1220,54
-117.8,35.2,1293,48
-117.8,40,1330,45
-117.8,44.8,1290,48
-117.6,33.8,1273,49
-117.6,38.6,1316,46
-117.6,43.4,1350,43
-117.6,48.2,1237,52
-117.4,37.2,1337,44
-117.4,42,1350,43
-117.4,46.8,1146,60
-117.2,35.8,1250,51
-117.2,40.6,1350,43
-117.2,45.4,1222,53
-117,34.4,1263,50
-117,39.2,1323,45
-117,44,1296,48
-116.8,33,1350,43
-116.8,37.8,1325,45
-116.8,42.6,1350,43
-116.8,47.4,1127,61
-116.6,36.4,1350,43
-116.6,41.2,1350,43
-116.6,46,1160,58
-116.4,35,1256,51
-116.4,39.8,1305,47
-116.4,44.6,1243,52
-116.2,33.6,1324,45
-116.2,38.4,1341,44
-116.2,43.2,1350,43
-116.2,48,1161,58
-116,36.8,1346,43
-116,41.6,1350,43
-116,46.4,1101,63
-115.8,35.2,1308,47
-115.8,40,1315,46
-115.8,44.8,1234,53
-115.6,33.6,1307,47
-115.6,38.4,1350,43
-115.6,43.2,1350,43
-115.6,48,1179,57
-115.4,36.8,1323,45
-115.4,41.6,1350,43
-115.4,46.4,1152,59
-115.2,35.2,1343,44
-115.2,40,1322,45
-115.2,44.8,1261,50
-115,33.6,1276,49
-115,38.4,1346,43
-115,43.2,1350,43
-115,48,1163,58
-114.8,36.8,1329,45
-114.8,41.6,1350,43
-114.8,46.4,1218,54
-114.6,35.2,1329,45
-114.6,40,1333,44
-114.6,44.8,1275,49
-114.4,33.6,1313,46
-114.4,38.4,1297,47
-114.4,43.2,1350,43
-114.4,48,1206,55
-114.2,36.6,1350,43
-114.2,41.4,1350,43
-114.2,46.2,1239,52
-114,34.4,1350,43
-114,39.2,1329,45
-114,44,1350,43
-113.8,32.2,1240,52
-113.8,37,1350,43
-113.8,41.8,1350,43
-113.8,46.6,1212,54
-113.6,34.8,1301,47
-113.6,39.6,1350,43
-113.6,44.4,1345,44
-113.4,32.6,1282,49
-113.4,37.4,1350,43
-113.4,42.2,1350,43
-113.4,47,1202,55
-113.2,35.2,1338,44
-113.2,40,1350,43
-113.2,44.8,1284,49
-113,33,1283,49
-113,37.8,1350,43
-113,42.6,1350,43
-113,47.4,1128,61
-112.8,35.6,1350,43
-112.8,40.4,1314,46
-112.8,45.2,1255,51
-112.6,33.4,1268,50
-112.6,38.2,1350,43
-112.6,43,1350,43
-112.6,47.8,1122,62
-112.4,35.8,1350,43
-112.4,40.6,1269,50
-112.4,45.4,1277,49
-112.2,33.4,1272,49
-112.2,38.2,1350,43
-112.2,43,1350,43
-112.2,47.8,1135,61
-112,35.8,1350,43
-112,40.6,1259,50
-112,45.4,1270,50
-111.8,33.4,1283,49
-111.8,38.2,1331,45
-111.8,43,1313,46
-111.8,47.8,1152,59
-111.6,35.8,1350,43
-111.6,40.6,1269,50
-111.6,45.4,1277,49
-111.4,33.2,1290,48
-111.4,38,1281,49
-111.4,42.8,1258,51
-111.4,47.6,1131,61
-111.2,35.4,1350,43
-111.2,40.2,1294,48
-111.2,45,1350,43
-111,32.8,1327,45
-111,37.6,1255,51
-111,42.4,1197,56
-111,47.2,1196,56
-110.8,34.8,1350,43
-110.8,39.6,1256,51
-110.8,44.4,1350,43
-110.6,32,1269,50
-110.6,36.8,1301,47
-110.6,41.6,971,69
-110.6,46.4,1197,56
-110.4,34,1350,43
-110.4,38.8,1203,55
-110.4,43.6,1306,47
-110.4,48.4,1027,67
-110.2,36,1310,46
