-1.242000000000000028e+02,4.360000000000000142e+01,3.500000000000000000e+01
-1.237999999999999972e+02,4.179999999999999716e+01,4.000000000000000000e+01
-1.235999999999999943e+02,4.160000000000000142e+01,4.000000000000000000e+01
-1.235999999999999943e+02,4.700000000000000000e+01,4.000000000000000000e+01
-1.234000000000000057e+02,4.279999999999999716e+01,3.500000000000000000e+01
-1.234000000000000057e+02,4.760000000000000142e+01,3.500000000000000000e+01
-1.232000000000000028e+02,4.300000000000000000e+01,4.000000000000000000e+01
-1.232000000000000028e+02,4.779999999999999716e+01,3.000000000000000000e+01
-1.230000000000000000e+02,4.239999999999999858e+01,4.000000000000000000e+01
-1.230000000000000000e+02,4.720000000000000284e+01,3.500000000000000000e+01
-1.227999999999999972e+02,4.079999999999999716e+01,4.000000000000000000e+01
-1.227999999999999972e+02,4.560000000000000142e+01,3.500000000000000000e+01
-1.225999999999999943e+02,3.879999999999999716e+01,7.000000000000000000e+01
-1.225999999999999943e+02,4.360000000000000142e+01,6.000000000000000000e+01
-1.225999999999999943e+02,4.839999999999999858e+01,3.500000000000000000e+01
-1.224000000000000057e+02,4.120000000000000284e+01,5.500000000000000000e+01
-1.224000000000000057e+02,4.600000000000000000e+01,4.000000000000000000e+01
-1.222000000000000028e+02,3.839999999999999858e+01,4.500000000000000000e+01
-1.222000000000000028e+02,4.320000000000000284e+01,1.000000000000000000e+02
-1.222000000000000028e+02,4.800000000000000000e+01,3.500000000000000000e+01
-1.220000000000000000e+02,4.020000000000000284e+01,6.500000000000000000e+01
-1.220000000000000000e+02,4.500000000000000000e+01,9.000000000000000000e+01
-1.217999999999999972e+02,3.700000000000000000e+01,8.000000000000000000e+01
-1.217999999999999972e+02,4.179999999999999716e+01,8.500000000000000000e+01
-1.217999999999999972e+02,4.660000000000000142e+01,7.000000000000000000e+01
-1.215999999999999943e+02,3.860000000000000142e+01,2.500000000000000000e+01
-1.215999999999999943e+02,4.339999999999999858e+01,9.000000000000000000e+01
-1.215999999999999943e+02,4.820000000000000284e+01,6.500000000000000000e+01
-1.214000000000000057e+02,4.000000000000000000e+01,5.500000000000000000e+01
-1.214000000000000057e+02,4.479999999999999716e+01,9.500000000000000000e+01
-1.212000000000000028e+02,3.620000000000000284e+01,8.000000000000000000e+01
-1.212000000000000028e+02,4.100000000000000000e+01,8.500000000000000000e+01
-1.212000000000000028e+02,4.579999999999999716e+01,5.500000000000000000e+01
-1.210000000000000000e+02,3.700000000000000000e+01,5.000000000000000000e+01
-1.210000000000000000e+02,4.179999999999999716e+01,9.000000000000000000e+01
-1.210000000000000000e+02,4.660000000000000142e+01,8.000000000000000000e+01
-1.207999999999999972e+02,3.760000000000000142e+01,3.000000000000000000e+01
-1.207999999999999972e+02,4.239999999999999858e+01,8.500000000000000000e+01
-1.207999999999999972e+02,4.720000000000000284e+01,6.500000000000000000e+01
-1.205999999999999943e+02,3.800000000000000000e+01,2.500000000000000000e+01
-1.205999999999999943e+02,4.279999999999999716e+01,8.000000000000000000e+01
-1.205999999999999943e+02,4.760000000000000142e+01,7.000000000000000000e+01
-1.204000000000000057e+02,3.820000000000000284e+01,3.500000000000000000e+01
-1.204000000000000057e+02,4.300000000000000000e+01,7.500000000000000000e+01
-1.204000000000000057e+02,4.779999999999999716e+01,7.000000000000000000e+01
-1.202000000000000028e+02,3.839999999999999858e+01,4.500000000000000000e+01
-1.202000000000000028e+02,4.320000000000000284e+01,8.000000000000000000e+01
