0.000000000000000000e+00,0.000000000000000000e+00
4.545454545454545610e+02,1.213818331400018900e-02
9.090909090909091219e+02,1.292465161881202473e-02
1.363636363636363740e+03,1.375440886075482427e-02
1.818181818181818244e+03,1.378360762080953379e-02
2.272727272727272975e+03,1.381270858136215106e-02
2.727272727272727479e+03,1.384044248757418209e-02
3.181818181818181984e+03,1.386817639378627211e-02
3.636363636363636488e+03,1.389497038520429162e-02
4.090909090909090992e+03,1.392101196484305317e-02
4.545454545454545951e+03,1.394697999343080114e-02
5.000000000000000000e+03,1.397135033810078739e-02
5.454545454545454959e+03,1.396916251640274893e-02
5.909090909090909008e+03,1.381591759631911262e-02
6.363636363636363967e+03,1.366720906704591010e-02
6.818181818181818016e+03,1.351816991784526162e-02
7.272727272727272975e+03,1.337885977632432936e-02
7.727272727272727934e+03,1.323907125520117772e-02
8.181818181818181984e+03,1.310398697302399794e-02
8.636363636363636033e+03,1.297345624636592545e-02
9.090909090909091901e+03,1.284251385256840287e-02
9.545454545454545951e+03,1.272084504319044400e-02
1.000000000000000000e+04,1.259883752544675543e-02
1.045454545454545405e+04,1.248082754607427423e-02
1.090909090909090992e+04,1.236708096943823360e-02
1.136363636363636397e+04,6.126515402841125474e-02
1.181818181818181802e+04,6.073445940128658488e-02
1.227272727272727388e+04,6.020348395105335620e-02
1.272727272727272793e+04,5.968890482343221920e-02
1.318181818181818198e+04,5.919357045512761012e-02
1.363636363636363603e+04,5.869711290451580521e-02
1.409090909090909190e+04,5.823139990948161121e-02
1.454545454545454595e+04,5.776627559225434166e-02
1.500000000000000000e+04,5.731307206141855043e-02
1.545454545454545587e+04,5.687529023187691546e-02
1.590909090909090992e+04,5.643664951704208815e-02
1.636363636363636397e+04,5.602051475071303382e-02
1.681818181818181984e+04,5.560536521568826274e-02
1.727272727272727207e+04,5.519761332479360127e-02
1.772727272727272793e+04,5.480046680968582440e-02
1.818181818181818380e+04,5.440262648334606016e-02
1.863636363636363603e+04,5.401719944033529786e-02
1.909090909090909190e+04,5.363246290071231603e-02
1.954545454545454777e+04,5.325082235338354786e-02
2.000000000000000000e+04,5.287426138294875483e-02
2.045454545454545587e+04,5.249708711142328510e-02
2.090909090909090810e+04,5.212320351406431879e-02
2.136363636363636397e+04,5.174922822012401752e-02
2.181818181818181984e+04,5.137382155943144568e-02
2.227272727272727207e+04,5.099641365299385776e-02
2.272727272727272793e+04,5.061839952876896753e-02
2.318181818181818380e+04,5.023343673262124082e-02
2.363636363636363603e+04,4.984683020659056579e-02
2.409090909090909190e+04,4.945494604090971275e-02
2.454545454545454777e+04,4.905379744483625432e-02
2.500000000000000000e+04,4.865197503824166686e-02
2.545454545454545587e+04,4.823263805416345973e-02
2.590909090909091174e+04,4.780933663187637850e-02
2.636363636363636397e+04,4.737699184111861944e-02
2.681818181818181984e+04,4.692682817735323308e-02
2.727272727272727207e+04,4.647583066327773405e-02
2.772727272727272793e+04,4.599835297042671745e-02
2.818181818181818380e+04,4.551417191414770108e-02
2.863636363636363603e+04,4.501709823040990488e-02
2.909090909090909190e+04,4.449176907950104509e-02
2.954545454545454777e+04,4.396532633925862021e-02
3.000000000000000000e+04,4.340117273874462972e-02
3.045454545454545587e+04,4.282621461392944334e-02
3.090909090909091174e+04,4.223533551021165650e-02
3.136363636363636397e+04,4.160584130776533857e-02
3.181818181818181984e+04,4.097478386684048901e-02
3.227272727272727207e+04,4.029610272709422542e-02
3.272727272727272793e+04,3.960189954585386501e-02
3.318181818181818380e+04,3.888804389751596147e-02
3.363636363636363967e+04,3.812137247553638864e-02
3.409090909090909554e+04,3.735244312135381495e-02
3.454545454545454413e+04,3.652539222894021775e-02
3.500000000000000000e+04,3.567687498769892690e-02
3.545454545454545587e+04,3.480563557715069672e-02
3.590909090909091174e+04,3.386685781181719701e-02
3.636363636363636761e+04,3.292479963855109854e-02
3.681818181818181620e+04,3.191241949260160971e-02
3.727272727272727207e+04,3.087081644782045317e-02
3.772727272727272793e+04,2.980358924146816677e-02
3.818181818181818380e+04,2.865232354510926019e-02
3.863636363636363967e+04,2.749630510129412106e-02
3.909090909090909554e+04,2.625730302197979912e-02
3.954545454545454413e+04,2.497963856982783962e-02
4.000000000000000000e+04,2.367323063723744334e-02
4.045454545454545587e+04,2.226312513687674424e-02
4.090909090909091174e+04,2.084619584727154945e-02
4.136363636363636761e+04,1.933361713665564599e-02
4.181818181818181620e+04,1.777129403429916418e-02
4.227272727272727207e+04,1.617705511210648650e-02
4.272727272727272793e+04,1.445648790260093720e-02
4.318181818181818380e+04,1.287020068585812381e-02
4.363636363636363967e+04,1.290729457896134733e-02
4.409090909090909554e+04,1.294542923323610713e-02
4.454545454545454413e+04,1.298397762704679367e-02
4.500000000000000000e+04,1.298397762704679367e-02
